sample	fastq1	fastq2	patient	malignant	celltype	sample_num	sample_batch
cy81_FNA_CD45_neg_D01_S997	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-D01-S997-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-D01-S997-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	997	10
cy81_FNA_CD45_neg_D03_S999	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-D03-S999-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-D03-S999-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	999	10
cy81_FNA_CD45_neg_D04_S1000	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-D04-S1000-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-D04-S1000-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1000	10
cy81_FNA_CD45_neg_D12_S1008	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-D12-S1008-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-D12-S1008-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1008	10
cy81_FNA_CD45_neg_E01_S1009	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E01-S1009-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E01-S1009-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1009	10
cy81_FNA_CD45_neg_E04_S1012	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E04-S1012-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E04-S1012-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1012	10
cy81_FNA_CD45_neg_E06_S1014	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E06-S1014-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E06-S1014-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1014	10
cy81_FNA_CD45_neg_E08_S1016	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E08-S1016-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E08-S1016-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1016	10
cy81_FNA_CD45_neg_E09_S1017	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E09-S1017-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E09-S1017-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1017	10
cy81_FNA_CD45_neg_E10_S1018	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E10-S1018-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E10-S1018-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1018	10
cy81_FNA_CD45_neg_E12_S1020	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E12-S1020-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E12-S1020-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1020	10
cy81_FNA_CD45_neg_F01_S1021	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F01-S1021-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F01-S1021-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1021	10
cy81_FNA_CD45_neg_F02_S1022	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F02-S1022-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F02-S1022-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1022	10
cy81_FNA_CD45_neg_F06_S1026	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F06-S1026-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F06-S1026-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1026	10
cy81_FNA_CD45_neg_F08_S1028	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F08-S1028-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F08-S1028-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1028	10
cy81_FNA_CD45_neg_F09_S1029	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F09-S1029-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F09-S1029-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1029	10
cy81_FNA_CD45_neg_F12_S1032	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F12-S1032-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F12-S1032-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1032	10
cy81_FNA_CD45_neg_G03_S1035	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-G03-S1035-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-G03-S1035-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1035	10
cy81_FNA_CD45_neg_G05_S1037	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-G05-S1037-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-G05-S1037-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1037	10
cy81_FNA_CD45_neg_G07_S1039	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-G07-S1039-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-G07-S1039-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1039	10
cy81_FNA_CD45_neg_G09_S1041	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-G09-S1041-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-G09-S1041-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1041	10
cy81_FNA_CD45_neg_G12_S1044	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-G12-S1044-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-G12-S1044-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1044	10
cy81_FNA_CD45_neg_H02_S1046	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H02-S1046-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H02-S1046-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1046	10
cy81_FNA_CD45_neg_H03_S1047	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H03-S1047-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H03-S1047-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1047	10
cy81_FNA_CD45_neg_H09_S1053	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H09-S1053-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H09-S1053-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1053	10
cy81_FNA_CD45_neg_H10_S1054	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H10-S1054-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H10-S1054-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1054	10
cy81_FNA_CD45_neg_H11_S1055	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H11-S1055-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H11-S1055-comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	1055	10
Cy81_Bulk_CD45_A02_S98	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_A02_S98_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_A02_S98_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	98	1
Cy81_Bulk_CD45_A08_S104	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_A08_S104_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_A08_S104_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	104	1
Cy81_Bulk_CD45_A11_S107	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_A11_S107_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_A11_S107_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	107	1
Cy81_Bulk_CD45_A12_S108	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_A12_S108_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_A12_S108_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	108	1
Cy81_Bulk_CD45_B01_S109	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B01_S109_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B01_S109_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	109	1
Cy81_Bulk_CD45_B04_S112	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B04_S112_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B04_S112_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	112	1
Cy81_Bulk_CD45_B05_S113	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B05_S113_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B05_S113_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	113	1
Cy81_Bulk_CD45_B07_S115	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B07_S115_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B07_S115_comb_R2_001.fastq.gz	Melanoma_81	nonmalignant	unknown	115	1
Cy81_Bulk_CD45_B08_S116	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B08_S116_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B08_S116_comb_R2_001.fastq.gz	Melanoma_81	unknown	unknown	116	1
Cy81_Bulk_CD45_B09_S117	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B09_S117_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B09_S117_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	117	1
Cy81_Bulk_CD45_B10_S118	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B10_S118_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B10_S118_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	118	1
Cy81_Bulk_CD45_B11_S119	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B11_S119_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B11_S119_comb_R2_001.fastq.gz	Melanoma_81	unknown	unknown	119	1
Cy81_Bulk_CD45_B12_S120	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B12_S120_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_B12_S120_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	120	1
Cy81_Bulk_CD45_C05_S125	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C05_S125_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C05_S125_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	125	1
Cy81_Bulk_CD45_C06_S126	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C06_S126_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C06_S126_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	126	1
Cy81_Bulk_CD45_C07_S127	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C07_S127_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C07_S127_comb_R2_001.fastq.gz	Melanoma_81	unknown	unknown	127	1
Cy81_Bulk_CD45_C08_S128	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C08_S128_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C08_S128_comb_R2_001.fastq.gz	Melanoma_81	nonmalignant	unknown	128	1
Cy81_Bulk_CD45_C09_S129	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C09_S129_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C09_S129_comb_R2_001.fastq.gz	Melanoma_81	unknown	unknown	129	1
Cy81_Bulk_CD45_C11_S131	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C11_S131_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C11_S131_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	131	1
Cy81_Bulk_CD45_C12_S132	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C12_S132_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_C12_S132_comb_R2_001.fastq.gz	Melanoma_81	unknown	unknown	132	1
Cy81_Bulk_CD45_D01_S133	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D01_S133_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D01_S133_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	133	1
Cy81_Bulk_CD45_D04_S136	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D04_S136_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D04_S136_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	136	1
Cy81_Bulk_CD45_D05_S137	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D05_S137_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D05_S137_comb_R2_001.fastq.gz	Melanoma_81	nonmalignant	unknown	137	1
Cy81_Bulk_CD45_D06_S138	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D06_S138_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D06_S138_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	138	1
Cy81_Bulk_CD45_D08_S140	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D08_S140_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D08_S140_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	140	1
Cy81_Bulk_CD45_D09_S141	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D09_S141_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D09_S141_comb_R2_001.fastq.gz	Melanoma_81	unknown	unknown	141	1
Cy81_Bulk_CD45_D10_S142	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D10_S142_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D10_S142_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	142	1
Cy81_Bulk_CD45_D11_S143	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D11_S143_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D11_S143_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	143	1
Cy81_Bulk_CD45_D12_S144	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D12_S144_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_D12_S144_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	144	1
Cy81_Bulk_CD45_E01_S145	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E01_S145_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E01_S145_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	145	1
Cy81_Bulk_CD45_E03_S147	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E03_S147_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E03_S147_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	147	1
Cy81_Bulk_CD45_E04_S148	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E04_S148_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E04_S148_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	148	1
Cy81_Bulk_CD45_E06_S150	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E06_S150_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E06_S150_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	150	1
Cy81_Bulk_CD45_E07_S151	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E07_S151_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E07_S151_comb_R2_001.fastq.gz	Melanoma_81	unknown	unknown	151	1
Cy81_Bulk_CD45_E08_S152	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E08_S152_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E08_S152_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	152	1
Cy81_Bulk_CD45_E09_S153	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E09_S153_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E09_S153_comb_R2_001.fastq.gz	Melanoma_81	nonmalignant	unknown	153	1
Cy81_Bulk_CD45_E10_S154	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E10_S154_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E10_S154_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	154	1
Cy81_Bulk_CD45_E11_S155	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E11_S155_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_E11_S155_comb_R2_001.fastq.gz	Melanoma_81	nonmalignant	unknown	155	1
Cy81_Bulk_CD45_F04_S160	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_F04_S160_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_F04_S160_comb_R2_001.fastq.gz	Melanoma_81	nonmalignant	unknown	160	1
Cy81_Bulk_CD45_F05_S161	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_F05_S161_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_F05_S161_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	161	1
Cy81_Bulk_CD45_F07_S163	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_F07_S163_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_F07_S163_comb_R2_001.fastq.gz	Melanoma_81	unknown	unknown	163	1
Cy81_Bulk_CD45_F08_S164	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_F08_S164_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_F08_S164_comb_R2_001.fastq.gz	Melanoma_81	nonmalignant	unknown	164	1
Cy81_Bulk_CD45_F10_S166	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_F10_S166_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_F10_S166_comb_R2_001.fastq.gz	Melanoma_81	nonmalignant	Endothelial	166	1
Cy81_Bulk_CD45_F12_S168	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_F12_S168_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_F12_S168_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	168	1
Cy81_Bulk_CD45_G02_S170	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_G02_S170_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_G02_S170_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	170	1
Cy81_Bulk_CD45_G03_S171	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_G03_S171_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_G03_S171_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	171	1
Cy81_Bulk_CD45_G05_S173	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_G05_S173_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_G05_S173_comb_R2_001.fastq.gz	Melanoma_81	nonmalignant	unknown	173	1
Cy81_Bulk_CD45_G06_S174	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_G06_S174_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_G06_S174_comb_R2_001.fastq.gz	Melanoma_81	malignant	malignant	174	1
Cy81_Bulk_CD45_G08_S176	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_G08_S176_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81_Bulk_CD45_G08_S176_comb_R2_001.fastq.gz	Melanoma_81	nonmalignant	unknown	176	1
