Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,GEO_Accession (exp),Genotype,treatment,stain,AssemblyName,strain,agent,tissue,time_point
SRR5102704,RNA-Seq,76,122378164,PRJNA357261,SAMN06135705,48205142,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418863,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426583,WT Mouse intestinal epithelial cells,SRP095033,GSM2426583,Wild type,None,C57BL/6,,,,,
SRR5102705,RNA-Seq,76,183525636,PRJNA357261,SAMN06135704,71862364,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418864,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426584,WT Mouse intestinal epithelial cells,SRP095033,GSM2426584,Wild type,None,C57BL/6,,,,,
SRR5102706,RNA-Seq,76,87150340,PRJNA357261,SAMN06135703,33971486,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418865,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426585,WT Mouse intestinal epithelial cells,SRP095033,GSM2426585,Wild type,None,C57BL/6,,,,,
SRR5102707,RNA-Seq,70,81183200,PRJNA357261,SAMN06135702,36998267,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418866,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426586,WT Mouse intestinal epithelial cells,SRP095033,GSM2426586,Wild type,None,C57BL/6,,,,,
SRR5102708,RNA-Seq,76,155494328,PRJNA357261,SAMN06135701,62346767,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418867,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426587,WT Mouse intestinal epithelial cells,SRP095033,GSM2426587,Wild type,None,C57BL/6,,,,,
SRR5102709,RNA-Seq,76,293957360,PRJNA357261,SAMN06135635,116102585,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418868,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426588,WT Mouse intestinal epithelial cells,SRP095033,GSM2426588,Wild type,None,C57BL/6,,,,,
SRR5102710,RNA-Seq,76,368290148,PRJNA357261,SAMN06135634,146169891,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418869,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426589,WT Mouse intestinal epithelial cells,SRP095033,GSM2426589,Wild type,None,C57BL/6,,,,,
SRR5102711,RNA-Seq,76,209274284,PRJNA357261,SAMN06135633,83541267,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418870,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426590,WT Mouse intestinal epithelial cells,SRP095033,GSM2426590,Wild type,None,C57BL/6,,,,,
SRR5102712,RNA-Seq,76,247422788,PRJNA357261,SAMN06135632,98110678,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418871,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426591,WT Mouse intestinal epithelial cells,SRP095033,GSM2426591,Wild type,None,C57BL/6,,,,,
SRR5102713,RNA-Seq,76,317779560,PRJNA357261,SAMN06135631,126224414,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418872,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426592,WT Mouse intestinal epithelial cells,SRP095033,GSM2426592,Wild type,None,C57BL/6,,,,,
SRR5102714,RNA-Seq,76,197005072,PRJNA357261,SAMN06135630,78366358,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418873,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426593,WT Mouse intestinal epithelial cells,SRP095033,GSM2426593,Wild type,None,C57BL/6,,,,,
SRR5102715,RNA-Seq,76,301642784,PRJNA357261,SAMN06135629,119282913,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418874,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426594,WT Mouse intestinal epithelial cells,SRP095033,GSM2426594,Wild type,None,C57BL/6,,,,,
SRR5102716,RNA-Seq,76,58986488,PRJNA357261,SAMN06135628,23700134,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418875,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426595,WT Mouse intestinal epithelial cells,SRP095033,GSM2426595,Wild type,None,C57BL/6,,,,,
SRR5102717,RNA-Seq,76,224026264,PRJNA357261,SAMN06135627,88601504,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418876,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426596,WT Mouse intestinal epithelial cells,SRP095033,GSM2426596,Wild type,None,C57BL/6,,,,,
SRR5102718,RNA-Seq,70,71605800,PRJNA357261,SAMN06135626,32773878,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418877,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426597,WT Mouse intestinal epithelial cells,SRP095033,GSM2426597,Wild type,None,C57BL/6,,,,,
SRR5102719,RNA-Seq,76,254108356,PRJNA357261,SAMN06135625,100395827,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418878,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426598,WT Mouse intestinal epithelial cells,SRP095033,GSM2426598,Wild type,None,C57BL/6,,,,,
SRR5102720,RNA-Seq,76,160488972,PRJNA357261,SAMN06135624,63152853,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418879,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426599,WT Mouse intestinal epithelial cells,SRP095033,GSM2426599,Wild type,None,C57BL/6,,,,,
SRR5102721,RNA-Seq,76,215295688,PRJNA357261,SAMN06135623,84300146,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418880,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426600,WT Mouse intestinal epithelial cells,SRP095033,GSM2426600,Wild type,None,C57BL/6,,,,,
SRR5102722,RNA-Seq,76,203992360,PRJNA357261,SAMN06135622,80457584,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418881,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426601,WT Mouse intestinal epithelial cells,SRP095033,GSM2426601,Wild type,None,C57BL/6,,,,,
SRR5102723,RNA-Seq,76,187424892,PRJNA357261,SAMN06135621,74096305,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418882,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426602,WT Mouse intestinal epithelial cells,SRP095033,GSM2426602,Wild type,None,C57BL/6,,,,,
SRR5102724,RNA-Seq,76,80577100,PRJNA357261,SAMN06135620,31998855,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418883,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426603,WT Mouse intestinal epithelial cells,SRP095033,GSM2426603,Wild type,None,C57BL/6,,,,,
SRR5102725,RNA-Seq,76,230271792,PRJNA357261,SAMN06135619,90713073,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418884,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426604,WT Mouse intestinal epithelial cells,SRP095033,GSM2426604,Wild type,None,C57BL/6,,,,,
SRR5102726,RNA-Seq,76,110603028,PRJNA357261,SAMN06135618,43721536,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418885,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426605,WT Mouse intestinal epithelial cells,SRP095033,GSM2426605,Wild type,None,C57BL/6,,,,,
SRR5102727,RNA-Seq,76,13858600,PRJNA357261,SAMN06135617,5574552,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418886,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426606,WT Mouse intestinal epithelial cells,SRP095033,GSM2426606,Wild type,None,C57BL/6,,,,,
SRR5102728,RNA-Seq,76,226732320,PRJNA357261,SAMN06135616,89230508,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418887,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426607,WT Mouse intestinal epithelial cells,SRP095033,GSM2426607,Wild type,None,C57BL/6,,,,,
SRR5102729,RNA-Seq,70,98010710,PRJNA357261,SAMN06135615,44735970,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418888,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426608,WT Mouse intestinal epithelial cells,SRP095033,GSM2426608,Wild type,None,C57BL/6,,,,,
SRR5102730,RNA-Seq,76,200452508,PRJNA357261,SAMN06135614,78751251,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418889,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426609,WT Mouse intestinal epithelial cells,SRP095033,GSM2426609,Wild type,None,C57BL/6,,,,,
SRR5102731,RNA-Seq,76,62908316,PRJNA357261,SAMN06135613,24564849,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418890,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426610,WT Mouse intestinal epithelial cells,SRP095033,GSM2426610,Wild type,None,C57BL/6,,,,,
SRR5102732,RNA-Seq,76,139068828,PRJNA357261,SAMN06135612,55179698,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418891,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426611,WT Mouse intestinal epithelial cells,SRP095033,GSM2426611,Wild type,None,C57BL/6,,,,,
SRR5102733,RNA-Seq,76,202868700,PRJNA357261,SAMN06135611,80207220,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418892,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426612,WT Mouse intestinal epithelial cells,SRP095033,GSM2426612,Wild type,None,C57BL/6,,,,,
SRR5102734,RNA-Seq,76,188174556,PRJNA357261,SAMN06135610,74979976,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418893,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426613,WT Mouse intestinal epithelial cells,SRP095033,GSM2426613,Wild type,None,C57BL/6,,,,,
SRR5102735,RNA-Seq,76,108795216,PRJNA357261,SAMN06135609,43442085,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418894,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426614,WT Mouse intestinal epithelial cells,SRP095033,GSM2426614,Wild type,None,C57BL/6,,,,,
SRR5102736,RNA-Seq,76,110983560,PRJNA357261,SAMN06135608,44190410,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418895,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426615,WT Mouse intestinal epithelial cells,SRP095033,GSM2426615,Wild type,None,C57BL/6,,,,,
SRR5102737,RNA-Seq,76,106092276,PRJNA357261,SAMN06135607,42372149,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418896,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426616,WT Mouse intestinal epithelial cells,SRP095033,GSM2426616,Wild type,None,C57BL/6,,,,,
SRR5102738,RNA-Seq,76,111966620,PRJNA357261,SAMN06135606,44495019,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418897,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426617,WT Mouse intestinal epithelial cells,SRP095033,GSM2426617,Wild type,None,C57BL/6,,,,,
SRR5102739,RNA-Seq,76,238172448,PRJNA357261,SAMN06135665,93948490,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418898,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426618,WT Mouse intestinal epithelial cells,SRP095033,GSM2426618,Wild type,None,C57BL/6,,,,,
SRR5102740,RNA-Seq,70,71365630,PRJNA357261,SAMN06135664,32415328,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418899,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426619,WT Mouse intestinal epithelial cells,SRP095033,GSM2426619,Wild type,None,C57BL/6,,,,,
SRR5102741,RNA-Seq,76,139659880,PRJNA357261,SAMN06135663,55645277,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418900,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426620,WT Mouse intestinal epithelial cells,SRP095033,GSM2426620,Wild type,None,C57BL/6,,,,,
SRR5102742,RNA-Seq,76,229856756,PRJNA357261,SAMN06135662,90516823,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418901,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426621,WT Mouse intestinal epithelial cells,SRP095033,GSM2426621,Wild type,None,C57BL/6,,,,,
SRR5102743,RNA-Seq,76,103743496,PRJNA357261,SAMN06135661,40684386,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418902,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426622,WT Mouse intestinal epithelial cells,SRP095033,GSM2426622,Wild type,None,C57BL/6,,,,,
SRR5102744,RNA-Seq,76,117554064,PRJNA357261,SAMN06135660,47059710,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418903,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426623,WT Mouse intestinal epithelial cells,SRP095033,GSM2426623,Wild type,None,C57BL/6,,,,,
SRR5102745,RNA-Seq,76,197050292,PRJNA357261,SAMN06135659,78043191,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418904,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426624,WT Mouse intestinal epithelial cells,SRP095033,GSM2426624,Wild type,None,C57BL/6,,,,,
SRR5102746,RNA-Seq,76,54640276,PRJNA357261,SAMN06135658,21950789,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418905,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426625,WT Mouse intestinal epithelial cells,SRP095033,GSM2426625,Wild type,None,C57BL/6,,,,,
SRR5102747,RNA-Seq,76,87919004,PRJNA357261,SAMN06135657,35223642,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418906,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426626,WT Mouse intestinal epithelial cells,SRP095033,GSM2426626,Wild type,None,C57BL/6,,,,,
SRR5102748,RNA-Seq,76,72898820,PRJNA357261,SAMN06135656,29214118,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418907,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426627,WT Mouse intestinal epithelial cells,SRP095033,GSM2426627,Wild type,None,C57BL/6,,,,,
SRR5102749,RNA-Seq,76,100815976,PRJNA357261,SAMN06135655,40088679,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418908,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426628,WT Mouse intestinal epithelial cells,SRP095033,GSM2426628,Wild type,None,C57BL/6,,,,,
SRR5102750,RNA-Seq,76,117802736,PRJNA357261,SAMN06135654,47063836,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418909,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426629,WT Mouse intestinal epithelial cells,SRP095033,GSM2426629,Wild type,None,C57BL/6,,,,,
SRR5102751,RNA-Seq,70,119070770,PRJNA357261,SAMN06135653,53280297,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418910,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426630,WT Mouse intestinal epithelial cells,SRP095033,GSM2426630,Wild type,None,C57BL/6,,,,,
SRR5102752,RNA-Seq,76,177324568,PRJNA357261,SAMN06135652,70758947,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418911,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426631,WT Mouse intestinal epithelial cells,SRP095033,GSM2426631,Wild type,None,C57BL/6,,,,,
SRR5102753,RNA-Seq,76,134790332,PRJNA357261,SAMN06135651,53717192,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418912,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426632,WT Mouse intestinal epithelial cells,SRP095033,GSM2426632,Wild type,None,C57BL/6,,,,,
SRR5102754,RNA-Seq,76,130377088,PRJNA357261,SAMN06135650,52362770,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418913,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426633,WT Mouse intestinal epithelial cells,SRP095033,GSM2426633,Wild type,None,C57BL/6,,,,,
SRR5102755,RNA-Seq,76,46977728,PRJNA357261,SAMN06135649,18470508,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418914,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426634,WT Mouse intestinal epithelial cells,SRP095033,GSM2426634,Wild type,None,C57BL/6,,,,,
SRR5102756,RNA-Seq,76,130811428,PRJNA357261,SAMN06135648,51698300,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418915,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426635,WT Mouse intestinal epithelial cells,SRP095033,GSM2426635,Wild type,None,C57BL/6,,,,,
SRR5102757,RNA-Seq,76,72844404,PRJNA357261,SAMN06135647,29117734,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418916,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426636,WT Mouse intestinal epithelial cells,SRP095033,GSM2426636,Wild type,None,C57BL/6,,,,,
SRR5102758,RNA-Seq,76,62148924,PRJNA357261,SAMN06135646,24869702,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418917,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426637,WT Mouse intestinal epithelial cells,SRP095033,GSM2426637,Wild type,None,C57BL/6,,,,,
SRR5102759,RNA-Seq,76,35523996,PRJNA357261,SAMN06135645,14250127,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418918,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426638,WT Mouse intestinal epithelial cells,SRP095033,GSM2426638,Wild type,None,C57BL/6,,,,,
SRR5102760,RNA-Seq,76,85573112,PRJNA357261,SAMN06135644,34198901,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418919,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426639,WT Mouse intestinal epithelial cells,SRP095033,GSM2426639,Wild type,None,C57BL/6,,,,,
SRR5102761,RNA-Seq,76,90141548,PRJNA357261,SAMN06135643,35783682,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418920,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426640,WT Mouse intestinal epithelial cells,SRP095033,GSM2426640,Wild type,None,C57BL/6,,,,,
SRR5102762,RNA-Seq,70,121836400,PRJNA357261,SAMN06135642,55214085,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418921,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426641,WT Mouse intestinal epithelial cells,SRP095033,GSM2426641,Wild type,None,C57BL/6,,,,,
SRR5102763,RNA-Seq,76,65324356,PRJNA357261,SAMN06135641,26033088,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418922,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426642,WT Mouse intestinal epithelial cells,SRP095033,GSM2426642,Wild type,None,C57BL/6,,,,,
SRR5102764,RNA-Seq,76,110016764,PRJNA357261,SAMN06135640,43703646,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418923,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426643,WT Mouse intestinal epithelial cells,SRP095033,GSM2426643,Wild type,None,C57BL/6,,,,,
SRR5102765,RNA-Seq,76,128732068,PRJNA357261,SAMN06135639,50936157,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418924,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426644,WT Mouse intestinal epithelial cells,SRP095033,GSM2426644,Wild type,None,C57BL/6,,,,,
SRR5102766,RNA-Seq,76,73268484,PRJNA357261,SAMN06135638,29124037,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418925,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426645,WT Mouse intestinal epithelial cells,SRP095033,GSM2426645,Wild type,None,C57BL/6,,,,,
SRR5102767,RNA-Seq,76,34243624,PRJNA357261,SAMN06135637,13390122,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418926,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426646,WT Mouse intestinal epithelial cells,SRP095033,GSM2426646,Wild type,None,C57BL/6,,,,,
SRR5102768,RNA-Seq,76,311727680,PRJNA357261,SAMN06135636,122861752,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418927,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426647,WT Mouse intestinal epithelial cells,SRP095033,GSM2426647,Wild type,None,C57BL/6,,,,,
SRR5102769,RNA-Seq,76,288422356,PRJNA357261,SAMN06135575,112462870,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418928,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426648,WT Mouse intestinal epithelial cells,SRP095033,GSM2426648,Wild type,None,C57BL/6,,,,,
