Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),infection,Instrument,lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,plate,Platform,ReleaseDate,Sample Name,source_name,SRA Study,status,time,well
SRR6815708,RNA-Seq,150,217371450,PRJNA437328,SAMN08649219,97421404,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772672,GSM3033106,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033106,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,H11
SRR6815709,RNA-Seq,150,275089350,PRJNA437328,SAMN08649218,109468258,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772673,GSM3033107,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033107,Monocyte-derived dendritic cells,SRP134127,exposed,2h,E1
SRR6815710,RNA-Seq,150,232927350,PRJNA437328,SAMN08649217,95043024,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772674,GSM3033108,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033108,Monocyte-derived dendritic cells,SRP134127,infected,2h,A3
SRR6815711,RNA-Seq,150,261947250,PRJNA437328,SAMN08649216,105998726,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772675,GSM3033109,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033109,Monocyte-derived dendritic cells,SRP134127,exposed,4h,E4
SRR6815712,RNA-Seq,150,231320100,PRJNA437328,SAMN08649215,93763643,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772676,GSM3033110,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033110,Monocyte-derived dendritic cells,SRP134127,infected,4h,A6
SRR6815713,RNA-Seq,150,311683800,PRJNA437328,SAMN08649214,123446563,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772677,GSM3033111,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033111,Monocyte-derived dendritic cells,SRP134127,exposed,6h,E7
SRR6815714,RNA-Seq,150,263210400,PRJNA437328,SAMN08649213,106282806,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772678,GSM3033112,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033112,Monocyte-derived dendritic cells,SRP134127,infected,6h,A9
SRR6815715,RNA-Seq,150,268837350,PRJNA437328,SAMN08649212,108364633,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772679,GSM3033113,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033113,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,E10
SRR6815716,RNA-Seq,150,211084050,PRJNA437328,SAMN08649211,87001220,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772680,GSM3033114,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033114,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,A12
SRR6815717,RNA-Seq,150,270948600,PRJNA437328,SAMN08649210,108103889,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772681,GSM3033115,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033115,Monocyte-derived dendritic cells,SRP134127,exposed,2h,F1
SRR6815718,RNA-Seq,150,245883000,PRJNA437328,SAMN08649209,99493911,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772682,GSM3033116,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033116,Monocyte-derived dendritic cells,SRP134127,infected,2h,B3
SRR6815719,RNA-Seq,150,281429700,PRJNA437328,SAMN08649208,112763574,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772683,GSM3033117,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033117,Monocyte-derived dendritic cells,SRP134127,exposed,4h,F4
SRR6815720,RNA-Seq,150,261316950,PRJNA437328,SAMN08649207,104665808,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772684,GSM3033118,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033118,Monocyte-derived dendritic cells,SRP134127,infected,4h,B6
SRR6815721,RNA-Seq,150,359050800,PRJNA437328,SAMN08649199,144074831,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772685,GSM3033119,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033119,Monocyte-derived dendritic cells,SRP134127,exposed,6h,F7
SRR6815722,RNA-Seq,150,218662350,PRJNA437328,SAMN08649206,88545534,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772686,GSM3033120,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033120,Monocyte-derived dendritic cells,SRP134127,infected,6h,B9
SRR6815723,RNA-Seq,150,260810400,PRJNA437328,SAMN08649205,106380657,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772687,GSM3033121,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033121,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,F10
SRR6815724,RNA-Seq,150,202980900,PRJNA437328,SAMN08649204,85479968,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772688,GSM3033122,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033122,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,B12
SRR6815725,RNA-Seq,150,304659300,PRJNA437328,SAMN08649203,122138626,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772689,GSM3033123,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033123,Monocyte-derived dendritic cells,SRP134127,exposed,2h,G1
SRR6815726,RNA-Seq,150,247218750,PRJNA437328,SAMN08649202,100982308,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772690,GSM3033124,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033124,Monocyte-derived dendritic cells,SRP134127,infected,2h,C3
SRR6815727,RNA-Seq,150,255783300,PRJNA437328,SAMN08649201,103903362,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772691,GSM3033125,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033125,Monocyte-derived dendritic cells,SRP134127,exposed,4h,G4
SRR6815728,RNA-Seq,150,258017100,PRJNA437328,SAMN08649200,104749553,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772692,GSM3033126,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033126,Monocyte-derived dendritic cells,SRP134127,infected,4h,C6
SRR6815729,RNA-Seq,150,268757550,PRJNA437328,SAMN08649308,109716663,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772693,GSM3033127,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033127,Monocyte-derived dendritic cells,SRP134127,exposed,6h,G7
SRR6815730,RNA-Seq,150,243120450,PRJNA437328,SAMN08649307,99555333,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772694,GSM3033128,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033128,Monocyte-derived dendritic cells,SRP134127,infected,6h,C9
SRR6815731,RNA-Seq,150,267849150,PRJNA437328,SAMN08649306,109207256,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772695,GSM3033129,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033129,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,G10
SRR6815732,RNA-Seq,150,257051850,PRJNA437328,SAMN08649305,105722867,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772696,GSM3033130,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033130,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,C12
SRR6815733,RNA-Seq,150,269971950,PRJNA437328,SAMN08649304,107976457,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772697,GSM3033131,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033131,Monocyte-derived dendritic cells,SRP134127,exposed,2h,H1
SRR6815734,RNA-Seq,150,272480700,PRJNA437328,SAMN08649303,110504021,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772698,GSM3033132,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033132,Monocyte-derived dendritic cells,SRP134127,infected,2h,D3
SRR6815735,RNA-Seq,150,240310050,PRJNA437328,SAMN08649302,96684040,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772699,GSM3033133,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033133,Monocyte-derived dendritic cells,SRP134127,exposed,4h,H4
SRR6815736,RNA-Seq,150,317595150,PRJNA437328,SAMN08649301,126998979,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772700,GSM3033134,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033134,Monocyte-derived dendritic cells,SRP134127,infected,4h,D6
SRR6815737,RNA-Seq,150,332293200,PRJNA437328,SAMN08649300,132352625,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772701,GSM3033135,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033135,Monocyte-derived dendritic cells,SRP134127,exposed,6h,H7
SRR6815738,RNA-Seq,150,281881800,PRJNA437328,SAMN08649299,113670869,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772702,GSM3033136,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033136,Monocyte-derived dendritic cells,SRP134127,infected,6h,D9
SRR6815739,RNA-Seq,150,293671200,PRJNA437328,SAMN08649298,118650050,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772703,GSM3033137,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033137,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,H10
SRR6815740,RNA-Seq,150,272769900,PRJNA437328,SAMN08649297,110328708,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772704,GSM3033138,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033138,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,D12
SRR6815741,RNA-Seq,150,269503500,PRJNA437328,SAMN08649296,108300674,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772705,GSM3033139,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033139,Monocyte-derived dendritic cells,SRP134127,infected,2h,A2
SRR6815742,RNA-Seq,150,234373500,PRJNA437328,SAMN08649295,96064695,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772706,GSM3033140,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033140,Monocyte-derived dendritic cells,SRP134127,infected,2h,E3
SRR6815743,RNA-Seq,150,282237000,PRJNA437328,SAMN08649294,114440793,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772707,GSM3033141,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033141,Monocyte-derived dendritic cells,SRP134127,infected,4h,A5
SRR6815744,RNA-Seq,150,840300,PRJNA437328,SAMN08649293,434367,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772708,GSM3033142,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033142,Monocyte-derived dendritic cells,SRP134127,infected,4h,E6
SRR6815745,RNA-Seq,150,286259400,PRJNA437328,SAMN08649292,117860682,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772709,GSM3033143,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033143,Monocyte-derived dendritic cells,SRP134127,infected,6h,A8
SRR6815746,RNA-Seq,150,261779550,PRJNA437328,SAMN08649291,106271023,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772710,GSM3033144,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033144,Monocyte-derived dendritic cells,SRP134127,infected,6h,E9
SRR6815747,RNA-Seq,150,276972150,PRJNA437328,SAMN08649845,112752455,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772711,GSM3033145,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033145,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,A11
SRR6815748,RNA-Seq,150,243855000,PRJNA437328,SAMN08649843,100688125,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772712,GSM3033146,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033146,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,E12
SRR6815749,RNA-Seq,150,275643600,PRJNA437328,SAMN08649842,111163943,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772713,GSM3033147,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033147,Monocyte-derived dendritic cells,SRP134127,infected,2h,B2
SRR6815750,RNA-Seq,150,314772150,PRJNA437328,SAMN08649841,126917890,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772714,GSM3033148,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033148,Monocyte-derived dendritic cells,SRP134127,infected,2h,F3
SRR6815751,RNA-Seq,150,244995450,PRJNA437328,SAMN08649840,100041536,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772715,GSM3033149,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033149,Monocyte-derived dendritic cells,SRP134127,infected,4h,B5
SRR6815752,RNA-Seq,150,284479350,PRJNA437328,SAMN08649839,115699087,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772716,GSM3033150,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033150,Monocyte-derived dendritic cells,SRP134127,infected,4h,F6
SRR6815753,RNA-Seq,150,325118100,PRJNA437328,SAMN08649838,131662767,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772717,GSM3033151,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033151,Monocyte-derived dendritic cells,SRP134127,infected,6h,B8
SRR6815754,RNA-Seq,150,263313900,PRJNA437328,SAMN08649837,109194433,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772718,GSM3033152,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033152,Monocyte-derived dendritic cells,SRP134127,infected,6h,F9
SRR6815755,RNA-Seq,150,265986150,PRJNA437328,SAMN08649836,108221736,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772719,GSM3033153,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033153,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,B11
SRR6815756,RNA-Seq,150,239802900,PRJNA437328,SAMN08649835,100272032,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772720,GSM3033154,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033154,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,F12
SRR6815757,RNA-Seq,150,227355300,PRJNA437328,SAMN08649834,92492167,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772721,GSM3033155,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033155,Monocyte-derived dendritic cells,SRP134127,infected,2h,C2
SRR6815758,RNA-Seq,150,282705900,PRJNA437328,SAMN08649833,114699196,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772722,GSM3033156,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033156,Monocyte-derived dendritic cells,SRP134127,infected,2h,G3
SRR6815759,RNA-Seq,150,280167300,PRJNA437328,SAMN08649150,112887113,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772723,GSM3033157,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033157,Monocyte-derived dendritic cells,SRP134127,infected,4h,C5
SRR6815760,RNA-Seq,150,293349300,PRJNA437328,SAMN08649187,118797818,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772724,GSM3033158,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033158,Monocyte-derived dendritic cells,SRP134127,infected,4h,G6
SRR6815761,RNA-Seq,150,274783350,PRJNA437328,SAMN08649186,110976584,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772725,GSM3033159,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033159,Monocyte-derived dendritic cells,SRP134127,infected,6h,C8
SRR6815762,RNA-Seq,150,277282800,PRJNA437328,SAMN08649185,112859817,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772726,GSM3033160,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033160,Monocyte-derived dendritic cells,SRP134127,infected,6h,G9
SRR6815763,RNA-Seq,150,236817150,PRJNA437328,SAMN08649184,96847807,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772727,GSM3033161,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033161,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,C11
SRR6815764,RNA-Seq,150,294345600,PRJNA437328,SAMN08649183,119039393,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772728,GSM3033162,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033162,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,G12
SRR6815765,RNA-Seq,150,270953700,PRJNA437328,SAMN08649182,108548571,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772729,GSM3033163,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033163,Monocyte-derived dendritic cells,SRP134127,infected,2h,D2
SRR6815766,RNA-Seq,150,300105600,PRJNA437328,SAMN08649181,119945535,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772730,GSM3033164,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033164,Monocyte-derived dendritic cells,SRP134127,infected,2h,H3
SRR6815767,RNA-Seq,150,323640300,PRJNA437328,SAMN08649180,127975075,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772731,GSM3033165,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033165,Monocyte-derived dendritic cells,SRP134127,infected,4h,D5
SRR6815768,RNA-Seq,150,375600450,PRJNA437328,SAMN08649179,146849717,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772732,GSM3033166,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033166,Monocyte-derived dendritic cells,SRP134127,infected,4h,H6
SRR6815769,RNA-Seq,150,256358400,PRJNA437328,SAMN08649178,103455665,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772733,GSM3033167,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033167,Monocyte-derived dendritic cells,SRP134127,infected,6h,D8
SRR6815770,RNA-Seq,150,282030450,PRJNA437328,SAMN08649177,112422249,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772734,GSM3033168,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033168,Monocyte-derived dendritic cells,SRP134127,infected,6h,H9
SRR6815771,RNA-Seq,150,251874150,PRJNA437328,SAMN08649176,101852599,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772735,GSM3033169,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033169,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,D11
