patient	sample	celltype	plate	well
MGH56	MGH56-P15-H07	nonTumor	P15	H07
MGH56	MGH56-P16-F05	nonTumor	P16	F05
MGH56	MGH56-P16-H11	nonTumor	P16	H11
MGH56	MGH56-P2-A02	nonTumor	P2	A02
MGH56	MGH56-P2-A03	nonTumor	P2	A03
MGH56	MGH56-P2-A05	nonTumor	P2	A05
MGH56	MGH56-P2-A06	nonTumor	P2	A06
MGH56	MGH56-P2-A07	nonTumor	P2	A07
MGH56	MGH56-P2-A08	nonTumor	P2	A08
MGH56	MGH56-P2-A10	nonTumor	P2	A10
MGH56	MGH56-P2-A11	nonTumor	P2	A11
MGH56	MGH56-P2-A12	nonTumor	P2	A12
MGH56	MGH56-P2-B01	nonTumor	P2	B01
MGH56	MGH56-P2-B04	nonTumor	P2	B04
MGH56	MGH56-P2-B05	nonTumor	P2	B05
MGH56	MGH56-P2-B06	nonTumor	P2	B06
MGH56	MGH56-P2-B07	nonTumor	P2	B07
MGH56	MGH56-P2-B08	nonTumor	P2	B08
MGH56	MGH56-P2-B10	nonTumor	P2	B10
MGH56	MGH56-P2-B11	nonTumor	P2	B11
MGH56	MGH56-P2-B12	nonTumor	P2	B12
MGH56	MGH56-P2-C02	nonTumor	P2	C02
MGH56	MGH56-P2-C03	nonTumor	P2	C03
MGH56	MGH56-P2-C04	nonTumor	P2	C04
MGH56	MGH56-P2-C05	nonTumor	P2	C05
MGH56	MGH56-P2-C06	nonTumor	P2	C06
MGH56	MGH56-P2-C07	nonTumor	P2	C07
MGH56	MGH56-P2-C08	nonTumor	P2	C08
MGH56	MGH56-P2-C10	nonTumor	P2	C10
MGH56	MGH56-P2-C11	nonTumor	P2	C11
MGH56	MGH56-P2-D01	nonTumor	P2	D01
MGH56	MGH56-P2-D02	nonTumor	P2	D02
MGH56	MGH56-P2-D03	nonTumor	P2	D03
MGH56	MGH56-P2-D04	nonTumor	P2	D04
MGH56	MGH56-P2-D05	nonTumor	P2	D05
MGH56	MGH56-P2-D06	nonTumor	P2	D06
MGH56	MGH56-P2-D08	nonTumor	P2	D08
MGH56	MGH56-P2-D09	nonTumor	P2	D09
MGH56	MGH56-P2-D10	nonTumor	P2	D10
MGH56	MGH56-P2-D11	nonTumor	P2	D11
MGH56	MGH56-P2-D12	nonTumor	P2	D12
MGH56	MGH56-P2-E01	nonTumor	P2	E01
MGH56	MGH56-P2-E02	nonTumor	P2	E02
MGH56	MGH56-P2-E04	nonTumor	P2	E04
MGH56	MGH56-P2-E05	nonTumor	P2	E05
MGH56	MGH56-P2-E06	nonTumor	P2	E06
MGH56	MGH56-P2-E07	nonTumor	P2	E07
MGH56	MGH56-P2-E10	nonTumor	P2	E10
MGH56	MGH56-P2-E12	nonTumor	P2	E12
MGH56	MGH56-P2-F01	nonTumor	P2	F01
MGH56	MGH56-P2-F02	nonTumor	P2	F02
MGH56	MGH56-P2-F03	nonTumor	P2	F03
MGH56	MGH56-P2-F04	nonTumor	P2	F04
MGH56	MGH56-P2-F05	nonTumor	P2	F05
MGH56	MGH56-P2-F09	nonTumor	P2	F09
MGH56	MGH56-P2-F10	nonTumor	P2	F10
MGH56	MGH56-P2-F12	nonTumor	P2	F12
MGH56	MGH56-P2-G01	nonTumor	P2	G01
MGH56	MGH56-P2-G02	nonTumor	P2	G02
MGH56	MGH56-P2-G03	nonTumor	P2	G03
MGH56	MGH56-P2-G04	nonTumor	P2	G04
MGH56	MGH56-P2-G05	nonTumor	P2	G05
MGH56	MGH56-P2-G06	nonTumor	P2	G06
MGH56	MGH56-P2-G08	nonTumor	P2	G08
MGH56	MGH56-P2-G09	nonTumor	P2	G09
MGH56	MGH56-P2-G10	nonTumor	P2	G10
MGH56	MGH56-P2-G12	nonTumor	P2	G12
MGH56	MGH56-P2-H01	nonTumor	P2	H01
MGH56	MGH56-P2-H02	nonTumor	P2	H02
MGH56	MGH56-P2-H05	nonTumor	P2	H05
MGH56	MGH56-P2-H07	nonTumor	P2	H07
MGH56	MGH56-P2-H08	nonTumor	P2	H08
MGH56	MGH56-P2-H09	nonTumor	P2	H09
MGH56	MGH56-P2-H10	nonTumor	P2	H10
MGH56	MGH56-P2-H11	nonTumor	P2	H11
MGH56	MGH56-P2-H12	nonTumor	P2	H12
MGH56	MGH56-P11-E10	nonTumor	P11	E10
MGH56	MGH56-P11-G04	nonTumor	P11	G04
MGH56	MGH56-P12-F07	nonTumor	P12	F07
MGH56	MGH56-P12-H11	nonTumor	P12	H11
MGH56	MGH56-P13-H08	nonTumor	P13	H08
MGH57	MGH57-P4-A01	Tumor	P4	A01
MGH57	MGH57-P4-A02	Tumor	P4	A02
MGH57	MGH57-P4-A03	Tumor	P4	A03
MGH57	MGH57-P4-A04	Tumor	P4	A04
MGH57	MGH57-P4-A05	Tumor	P4	A05
MGH57	MGH57-P4-A06	Tumor	P4	A06
MGH57	MGH57-P4-A07	Tumor	P4	A07
MGH57	MGH57-P4-A08	Tumor	P4	A08
MGH57	MGH57-P4-A10	Tumor	P4	A10
MGH57	MGH57-P4-A11	Tumor	P4	A11
MGH57	MGH57-P4-A12	Tumor	P4	A12
MGH57	MGH57-P4-B01	Tumor	P4	B01
MGH57	MGH57-P4-B02	Tumor	P4	B02
MGH57	MGH57-P4-B03	Tumor	P4	B03
MGH57	MGH57-P4-B04	Tumor	P4	B04
MGH57	MGH57-P4-B05	Tumor	P4	B05
MGH57	MGH57-P4-B06	Tumor	P4	B06
MGH57	MGH57-P4-B07	Tumor	P4	B07
MGH57	MGH57-P4-B08	Tumor	P4	B08
MGH57	MGH57-P4-B09	Tumor	P4	B09
MGH57	MGH57-P4-B10	Tumor	P4	B10
MGH57	MGH57-P4-B12	Tumor	P4	B12
MGH57	MGH57-P4-C01	Tumor	P4	C01
MGH57	MGH57-P4-C02	Tumor	P4	C02
MGH57	MGH57-P4-C04	Tumor	P4	C04
MGH57	MGH57-P4-C05	Tumor	P4	C05
MGH57	MGH57-P4-C06	Tumor	P4	C06
MGH57	MGH57-P4-C07	Tumor	P4	C07
MGH57	MGH57-P4-C08	Tumor	P4	C08
MGH57	MGH57-P4-C09	Tumor	P4	C09
MGH57	MGH57-P4-C11	Tumor	P4	C11
MGH57	MGH57-P4-D02	Tumor	P4	D02
MGH57	MGH57-P4-D03	Tumor	P4	D03
MGH57	MGH57-P4-D05	Tumor	P4	D05
MGH57	MGH57-P4-D06	Tumor	P4	D06
MGH57	MGH57-P4-D08	Tumor	P4	D08
MGH57	MGH57-P4-D09	Tumor	P4	D09
MGH57	MGH57-P4-D10	Tumor	P4	D10
MGH57	MGH57-P4-D11	Tumor	P4	D11
MGH57	MGH57-P4-D12	Tumor	P4	D12
MGH57	MGH57-P4-E01	Tumor	P4	E01
MGH57	MGH57-P4-E02	Tumor	P4	E02
MGH57	MGH57-P4-E03	Tumor	P4	E03
MGH57	MGH57-P4-E04	Tumor	P4	E04
MGH57	MGH57-P4-E05	Tumor	P4	E05
MGH57	MGH57-P4-E06	Tumor	P4	E06
MGH57	MGH57-P4-E07	Tumor	P4	E07
MGH57	MGH57-P4-E08	Tumor	P4	E08
MGH57	MGH57-P4-E09	Tumor	P4	E09
MGH57	MGH57-P4-E10	Tumor	P4	E10
MGH57	MGH57-P4-E12	Tumor	P4	E12
MGH57	MGH57-P4-F01	Tumor	P4	F01
MGH57	MGH57-P4-F02	Tumor	P4	F02
MGH57	MGH57-P4-F03	Tumor	P4	F03
MGH57	MGH57-P4-F04	Tumor	P4	F04
MGH57	MGH57-P4-F05	Tumor	P4	F05
MGH57	MGH57-P4-F06	Tumor	P4	F06
MGH57	MGH57-P4-F07	Tumor	P4	F07
MGH57	MGH57-P4-F09	Tumor	P4	F09
MGH57	MGH57-P4-F10	Tumor	P4	F10
MGH57	MGH57-P4-F11	Tumor	P4	F11
MGH57	MGH57-P4-F12	Tumor	P4	F12
MGH57	MGH57-P4-G01	Tumor	P4	G01
MGH57	MGH57-P4-G03	Tumor	P4	G03
MGH57	MGH57-P4-G06	Tumor	P4	G06
MGH57	MGH57-P4-G08	Tumor	P4	G08
MGH57	MGH57-P4-G09	Tumor	P4	G09
MGH57	MGH57-P4-G10	Tumor	P4	G10
MGH57	MGH57-P4-G11	Tumor	P4	G11
MGH57	MGH57-P4-H01	Tumor	P4	H01
MGH57	MGH57-P4-H02	Tumor	P4	H02
MGH57	MGH57-P4-H03	Tumor	P4	H03
MGH57	MGH57-P4-H04	Tumor	P4	H04
MGH57	MGH57-P4-H05	Tumor	P4	H05
MGH57	MGH57-P4-H06	Tumor	P4	H06
MGH57	MGH57-P4-H08	Tumor	P4	H08
MGH57	MGH57-P4-H09	Tumor	P4	H09
MGH57	MGH57-P4-H10	Tumor	P4	H10
MGH57	MGH57-P4-H11	Tumor	P4	H11
MGH57	MGH57-P5-A01	Tumor	P5	A01
MGH57	MGH57-P5-A02	Tumor	P5	A02
MGH57	MGH57-P5-A03	Tumor	P5	A03
MGH57	MGH57-P5-A04	Tumor	P5	A04
MGH57	MGH57-P5-A05	Tumor	P5	A05
MGH57	MGH57-P5-A06	Tumor	P5	A06
MGH57	MGH57-P5-A07	Tumor	P5	A07
MGH57	MGH57-P5-A08	Tumor	P5	A08
MGH57	MGH57-P5-A09	Tumor	P5	A09
MGH57	MGH57-P5-A10	Tumor	P5	A10
MGH57	MGH57-P5-A11	Tumor	P5	A11
MGH57	MGH57-P5-A12	Tumor	P5	A12
MGH57	MGH57-P5-B02	Tumor	P5	B02
MGH57	MGH57-P5-B03	Tumor	P5	B03
MGH57	MGH57-P5-B04	Tumor	P5	B04
MGH57	MGH57-P5-B06	Tumor	P5	B06
MGH57	MGH57-P5-B07	Tumor	P5	B07
MGH57	MGH57-P5-B08	Tumor	P5	B08
MGH57	MGH57-P5-B09	Tumor	P5	B09
MGH57	MGH57-P5-B10	Tumor	P5	B10
MGH57	MGH57-P5-B11	Tumor	P5	B11
MGH57	MGH57-P5-B12	Tumor	P5	B12
MGH57	MGH57-P5-C01	Tumor	P5	C01
MGH57	MGH57-P5-C02	Tumor	P5	C02
MGH57	MGH57-P5-C03	Tumor	P5	C03
MGH57	MGH57-P5-C04	Tumor	P5	C04
MGH57	MGH57-P5-C05	Tumor	P5	C05
MGH57	MGH57-P5-C06	Tumor	P5	C06
MGH57	MGH57-P5-C07	Tumor	P5	C07
MGH57	MGH57-P5-C08	Tumor	P5	C08
MGH57	MGH57-P5-C09	Tumor	P5	C09
MGH57	MGH57-P5-C11	Tumor	P5	C11
MGH57	MGH57-P5-C12	Tumor	P5	C12
MGH57	MGH57-P5-D01	Tumor	P5	D01
MGH57	MGH57-P5-D02	Tumor	P5	D02
MGH57	MGH57-P5-D03	Tumor	P5	D03
MGH57	MGH57-P5-D04	Tumor	P5	D04
MGH57	MGH57-P5-D05	Tumor	P5	D05
MGH57	MGH57-P5-D06	Tumor	P5	D06
MGH57	MGH57-P5-D07	Tumor	P5	D07
MGH57	MGH57-P5-D08	Tumor	P5	D08
MGH57	MGH57-P5-D10	Tumor	P5	D10
MGH57	MGH57-P5-D11	Tumor	P5	D11
MGH57	MGH57-P5-D12	Tumor	P5	D12
MGH57	MGH57-P5-E01	Tumor	P5	E01
MGH57	MGH57-P5-E03	Tumor	P5	E03
MGH57	MGH57-P5-E05	Tumor	P5	E05
MGH57	MGH57-P5-E07	Tumor	P5	E07
MGH57	MGH57-P5-E09	Tumor	P5	E09
MGH57	MGH57-P5-E10	Tumor	P5	E10
MGH57	MGH57-P5-E12	Tumor	P5	E12
MGH57	MGH57-P5-F01	Tumor	P5	F01
MGH57	MGH57-P5-F02	Tumor	P5	F02
MGH57	MGH57-P5-F03	Tumor	P5	F03
MGH57	MGH57-P5-F05	Tumor	P5	F05
MGH57	MGH57-P5-F06	Tumor	P5	F06
MGH57	MGH57-P5-F07	Tumor	P5	F07
MGH57	MGH57-P5-F08	Tumor	P5	F08
MGH57	MGH57-P5-F09	Tumor	P5	F09
MGH57	MGH57-P5-F10	Tumor	P5	F10
MGH57	MGH57-P5-F11	Tumor	P5	F11
MGH57	MGH57-P5-F12	Tumor	P5	F12
MGH57	MGH57-P5-G01	Tumor	P5	G01
MGH57	MGH57-P5-G02	Tumor	P5	G02
MGH57	MGH57-P5-G03	Tumor	P5	G03
MGH57	MGH57-P5-G04	Tumor	P5	G04
MGH57	MGH57-P5-G05	Tumor	P5	G05
MGH57	MGH57-P5-G08	Tumor	P5	G08
MGH57	MGH57-P5-G09	Tumor	P5	G09
MGH57	MGH57-P5-G10	Tumor	P5	G10
MGH57	MGH57-P5-G11	Tumor	P5	G11
MGH57	MGH57-P5-G12	Tumor	P5	G12
MGH57	MGH57-P5-H01	Tumor	P5	H01
MGH57	MGH57-P5-H02	Tumor	P5	H02
MGH57	MGH57-P5-H03	Tumor	P5	H03
MGH57	MGH57-P5-H04	Tumor	P5	H04
MGH57	MGH57-P5-H05	Tumor	P5	H05
MGH57	MGH57-P5-H06	Tumor	P5	H06
MGH57	MGH57-P5-H07	Tumor	P5	H07
MGH57	MGH57-P5-H08	Tumor	P5	H08
MGH57	MGH57-P5-H10	Tumor	P5	H10
MGH57	MGH57-P5-H11	Tumor	P5	H11
MGH57	MGH57-P5-H12	Tumor	P5	H12
MGH57	MGH57-P6-A01	Tumor	P6	A01
MGH57	MGH57-P6-A02	Tumor	P6	A02
MGH57	MGH57-P6-A03	Tumor	P6	A03
MGH57	MGH57-P6-A04	Tumor	P6	A04
MGH57	MGH57-P6-A05	Tumor	P6	A05
MGH57	MGH57-P6-A06	Tumor	P6	A06
MGH57	MGH57-P6-A07	Tumor	P6	A07
MGH57	MGH57-P6-A08	Tumor	P6	A08
MGH57	MGH57-P6-A09	Tumor	P6	A09
MGH57	MGH57-P6-A10	Tumor	P6	A10
MGH57	MGH57-P6-A11	Tumor	P6	A11
MGH57	MGH57-P6-A12	Tumor	P6	A12
MGH57	MGH57-P6-B01	Tumor	P6	B01
MGH57	MGH57-P6-B02	Tumor	P6	B02
MGH57	MGH57-P6-B03	Tumor	P6	B03
MGH57	MGH57-P6-B04	Tumor	P6	B04
MGH57	MGH57-P6-B05	Tumor	P6	B05
MGH57	MGH57-P6-B06	Tumor	P6	B06
MGH57	MGH57-P6-B07	Tumor	P6	B07
MGH57	MGH57-P6-B08	Tumor	P6	B08
MGH57	MGH57-P6-B09	Tumor	P6	B09
MGH57	MGH57-P6-B10	Tumor	P6	B10
MGH57	MGH57-P6-B11	Tumor	P6	B11
MGH57	MGH57-P6-B12	Tumor	P6	B12
MGH57	MGH57-P6-C01	Tumor	P6	C01
MGH57	MGH57-P6-C02	Tumor	P6	C02
MGH57	MGH57-P6-C03	Tumor	P6	C03
MGH57	MGH57-P6-C04	Tumor	P6	C04
MGH57	MGH57-P6-C05	Tumor	P6	C05
MGH57	MGH57-P6-C06	Tumor	P6	C06
MGH57	MGH57-P6-C07	Tumor	P6	C07
MGH57	MGH57-P6-C08	Tumor	P6	C08
MGH57	MGH57-P6-C09	Tumor	P6	C09
MGH57	MGH57-P6-C10	Tumor	P6	C10
MGH57	MGH57-P6-C12	Tumor	P6	C12
MGH57	MGH57-P6-D01	Tumor	P6	D01
MGH57	MGH57-P6-D02	Tumor	P6	D02
MGH57	MGH57-P6-D03	Tumor	P6	D03
MGH57	MGH57-P6-D04	Tumor	P6	D04
MGH57	MGH57-P6-D05	Tumor	P6	D05
MGH57	MGH57-P6-D06	Tumor	P6	D06
MGH57	MGH57-P6-D07	Tumor	P6	D07
MGH57	MGH57-P6-D08	Tumor	P6	D08
MGH57	MGH57-P6-D09	Tumor	P6	D09
MGH57	MGH57-P6-D10	Tumor	P6	D10
MGH57	MGH57-P6-D11	Tumor	P6	D11
MGH57	MGH57-P6-D12	Tumor	P6	D12
MGH57	MGH57-P6-E01	Tumor	P6	E01
MGH57	MGH57-P6-E02	Tumor	P6	E02
MGH57	MGH57-P6-E03	Tumor	P6	E03
MGH57	MGH57-P6-E04	Tumor	P6	E04
MGH57	MGH57-P6-E05	Tumor	P6	E05
MGH57	MGH57-P6-E06	Tumor	P6	E06
MGH57	MGH57-P6-E07	Tumor	P6	E07
MGH57	MGH57-P6-E08	Tumor	P6	E08
MGH57	MGH57-P6-E10	Tumor	P6	E10
MGH57	MGH57-P6-E11	Tumor	P6	E11
MGH57	MGH57-P6-E12	Tumor	P6	E12
MGH57	MGH57-P6-F01	Tumor	P6	F01
MGH57	MGH57-P6-F02	Tumor	P6	F02
MGH57	MGH57-P6-F03	Tumor	P6	F03
MGH57	MGH57-P6-F05	Tumor	P6	F05
MGH57	MGH57-P6-F06	Tumor	P6	F06
MGH57	MGH57-P6-F07	Tumor	P6	F07
MGH57	MGH57-P6-F08	Tumor	P6	F08
MGH57	MGH57-P6-F09	Tumor	P6	F09
MGH57	MGH57-P6-F10	Tumor	P6	F10
MGH57	MGH57-P6-F11	Tumor	P6	F11
MGH57	MGH57-P6-F12	Tumor	P6	F12
MGH57	MGH57-P6-G01	Tumor	P6	G01
MGH57	MGH57-P6-G02	Tumor	P6	G02
MGH57	MGH57-P6-G03	Tumor	P6	G03
MGH57	MGH57-P6-G04	Tumor	P6	G04
MGH57	MGH57-P6-G05	Tumor	P6	G05
MGH57	MGH57-P6-G06	Tumor	P6	G06
MGH57	MGH57-P6-G07	Tumor	P6	G07
MGH57	MGH57-P6-G08	Tumor	P6	G08
MGH57	MGH57-P6-G09	Tumor	P6	G09
MGH57	MGH57-P6-G10	Tumor	P6	G10
MGH57	MGH57-P6-G11	Tumor	P6	G11
MGH57	MGH57-P6-G12	Tumor	P6	G12
MGH57	MGH57-P6-H01	Tumor	P6	H01
MGH57	MGH57-P6-H02	Tumor	P6	H02
MGH57	MGH57-P6-H03	Tumor	P6	H03
MGH57	MGH57-P6-H04	Tumor	P6	H04
MGH57	MGH57-P6-H05	Tumor	P6	H05
MGH57	MGH57-P6-H06	Tumor	P6	H06
MGH57	MGH57-P6-H07	Tumor	P6	H07
MGH57	MGH57-P6-H08	Tumor	P6	H08
MGH57	MGH57-P6-H10	Tumor	P6	H10
MGH57	MGH57-P6-H11	Tumor	P6	H11
MGH57	MGH57-P6-H12	Tumor	P6	H12
MGH57	MGH57-P7-A01	Tumor	P7	A01
MGH57	MGH57-P7-A03	Tumor	P7	A03
MGH57	MGH57-P7-A05	Tumor	P7	A05
MGH57	MGH57-P7-A06	Tumor	P7	A06
MGH57	MGH57-P7-A07	Tumor	P7	A07
MGH57	MGH57-P7-A08	Tumor	P7	A08
MGH57	MGH57-P7-A09	Tumor	P7	A09
MGH57	MGH57-P7-A10	Tumor	P7	A10
MGH57	MGH57-P7-A11	Tumor	P7	A11
MGH57	MGH57-P7-A12	Tumor	P7	A12
MGH57	MGH57-P7-B01	Tumor	P7	B01
MGH57	MGH57-P7-B02	Tumor	P7	B02
MGH57	MGH57-P7-B03	Tumor	P7	B03
MGH57	MGH57-P7-B05	Tumor	P7	B05
MGH57	MGH57-P7-B06	Tumor	P7	B06
MGH57	MGH57-P7-B07	Tumor	P7	B07
MGH57	MGH57-P7-B08	Tumor	P7	B08
MGH57	MGH57-P7-B10	Tumor	P7	B10
MGH57	MGH57-P7-B11	Tumor	P7	B11
MGH57	MGH57-P7-B12	Tumor	P7	B12
MGH57	MGH57-P7-C01	Tumor	P7	C01
MGH57	MGH57-P7-C02	Tumor	P7	C02
MGH57	MGH57-P7-C03	Tumor	P7	C03
MGH57	MGH57-P7-C04	Tumor	P7	C04
MGH57	MGH57-P7-C05	Tumor	P7	C05
MGH57	MGH57-P7-C06	Tumor	P7	C06
MGH57	MGH57-P7-C07	Tumor	P7	C07
MGH57	MGH57-P7-C08	Tumor	P7	C08
MGH57	MGH57-P7-C09	Tumor	P7	C09
MGH57	MGH57-P7-C10	Tumor	P7	C10
MGH57	MGH57-P7-C11	Tumor	P7	C11
MGH57	MGH57-P7-D02	Tumor	P7	D02
MGH57	MGH57-P7-D03	Tumor	P7	D03
MGH57	MGH57-P7-D04	Tumor	P7	D04
MGH57	MGH57-P7-D05	Tumor	P7	D05
MGH57	MGH57-P7-D06	Tumor	P7	D06
MGH57	MGH57-P7-D07	Tumor	P7	D07
MGH57	MGH57-P7-D08	Tumor	P7	D08
MGH57	MGH57-P7-D10	Tumor	P7	D10
MGH57	MGH57-P7-D11	Tumor	P7	D11
MGH57	MGH57-P7-D12	Tumor	P7	D12
MGH57	MGH57-P7-E01	Tumor	P7	E01
MGH57	MGH57-P7-E02	Tumor	P7	E02
MGH57	MGH57-P7-E03	Tumor	P7	E03
MGH57	MGH57-P7-E05	Tumor	P7	E05
MGH57	MGH57-P7-E07	Tumor	P7	E07
MGH57	MGH57-P7-E08	Tumor	P7	E08
MGH57	MGH57-P7-E09	Tumor	P7	E09
MGH57	MGH57-P7-E10	Tumor	P7	E10
MGH57	MGH57-P7-E11	Tumor	P7	E11
MGH57	MGH57-P7-E12	Tumor	P7	E12
MGH57	MGH57-P7-F01	Tumor	P7	F01
MGH57	MGH57-P7-F02	Tumor	P7	F02
MGH57	MGH57-P7-F03	Tumor	P7	F03
MGH57	MGH57-P7-F04	Tumor	P7	F04
MGH57	MGH57-P7-F05	Tumor	P7	F05
MGH57	MGH57-P7-F06	Tumor	P7	F06
MGH57	MGH57-P7-F07	Tumor	P7	F07
MGH57	MGH57-P7-F08	Tumor	P7	F08
MGH57	MGH57-P7-F09	Tumor	P7	F09
MGH57	MGH57-P7-F10	Tumor	P7	F10
MGH57	MGH57-P7-F12	Tumor	P7	F12
MGH57	MGH57-P7-G01	Tumor	P7	G01
MGH57	MGH57-P7-G03	Tumor	P7	G03
MGH57	MGH57-P7-G04	Tumor	P7	G04
MGH57	MGH57-P7-G05	Tumor	P7	G05
MGH57	MGH57-P7-G06	Tumor	P7	G06
MGH57	MGH57-P7-G08	Tumor	P7	G08
MGH57	MGH57-P7-G09	Tumor	P7	G09
MGH57	MGH57-P7-G10	Tumor	P7	G10
MGH57	MGH57-P7-G11	Tumor	P7	G11
MGH57	MGH57-P7-G12	Tumor	P7	G12
MGH57	MGH57-P7-H03	Tumor	P7	H03
MGH57	MGH57-P7-H04	Tumor	P7	H04
MGH57	MGH57-P7-H05	Tumor	P7	H05
MGH57	MGH57-P7-H06	Tumor	P7	H06
MGH57	MGH57-P7-H08	Tumor	P7	H08
MGH57	MGH57-P7-H09	Tumor	P7	H09
MGH57	MGH57-P7-H10	Tumor	P7	H10
MGH57	MGH57-P7-H12	Tumor	P7	H12
MGH57	MGH57-P14-D01	nonTumor	P14	D01
MGH57	MGH57-P14-F07	nonTumor	P14	F07
MGH57	MGH57-P14-C07	nonTumor	P14	C07
MGH57	MGH57-P14-A02	nonTumor	P14	A02
MGH57	MGH57-P14-A04	nonTumor	P14	A04
MGH57	MGH57-P14-C09	nonTumor	P14	C09
MGH57	MGH57-P14-E07	nonTumor	P14	E07
MGH57	MGH57-P14-E10	nonTumor	P14	E10
MGH57	MGH57-P14-A11	nonTumor	P14	A11
MGH57	MGH57-P14-G07	nonTumor	P14	G07
MGH57	MGH57-P14-E04	nonTumor	P14	E04
MGH57	MGH57-P14-B01	nonTumor	P14	B01
MGH57	MGH57-P14-A05	nonTumor	P14	A05
MGH57	MGH57-P14-F04	nonTumor	P14	F04
MGH57	MGH57-P14-D02	nonTumor	P14	D02
MGH57	MGH57-P14-B12	nonTumor	P14	B12
MGH57	MGH57-P14-E01	nonTumor	P14	E01
MGH57	MGH57-P14-F03	nonTumor	P14	F03
MGH57	MGH57-P14-F05	nonTumor	P14	F05
MGH57	MGH57-P14-G08	nonTumor	P14	G08
MGH57	MGH57-P14-E08	nonTumor	P14	E08
MGH57	MGH57-P14-G05	nonTumor	P14	G05
MGH57	MGH57-P14-B11	nonTumor	P14	B11
MGH57	MGH57-P14-D08	nonTumor	P14	D08
MGH57	MGH57-P14-H03	nonTumor	P14	H03
MGH57	MGH57-P14-F06	nonTumor	P14	F06
MGH57	MGH57-P14-F09	nonTumor	P14	F09
MGH57	MGH57-P14-F01	nonTumor	P14	F01
MGH57	MGH57-P14-D11	nonTumor	P14	D11
MGH57	MGH57-P14-C02	nonTumor	P14	C02
MGH57	MGH57-P14-D05	nonTumor	P14	D05
MGH57	MGH57-P14-H07	nonTumor	P14	H07
MGH57	MGH57-P14-C12	nonTumor	P14	C12
MGH57	MGH57-P14-E12	nonTumor	P14	E12
MGH57	MGH57-P14-D03	nonTumor	P14	D03
MGH57	MGH57-P14-H08	nonTumor	P14	H08
MGH57	MGH57-P14-A08	nonTumor	P14	A08
MGH57	MGH57-P14-C06	nonTumor	P14	C06
MGH57	MGH57-P14-A06	nonTumor	P14	A06
MGH57	MGH57-P14-B03	nonTumor	P14	B03
MGH57	MGH57-P14-H12	nonTumor	P14	H12
MGH57	MGH57-P14-D09	nonTumor	P14	D09
MGH57	MGH57-P14-F10	nonTumor	P14	F10
MGH57	MGH57-P14-E05	nonTumor	P14	E05
MGH57	MGH57-P14-H02	nonTumor	P14	H02
MGH57	MGH57-P14-H01	nonTumor	P14	H01
MGH57	MGH57-P14-C05	nonTumor	P14	C05
MGH57	MGH57-P14-F11	nonTumor	P14	F11
MGH57	MGH57-P14-G01	nonTumor	P14	G01
MGH57	MGH57-P14-H09	nonTumor	P14	H09
MGH57	MGH57-P14-H05	nonTumor	P14	H05
MGH57	MGH57-P14-G03	nonTumor	P14	G03
MGH57	MGH57-P14-D04	nonTumor	P14	D04
MGH57	MGH57-P14-H04	nonTumor	P14	H04
MGH57	MGH57-P14-G11	nonTumor	P14	G11
MGH57	MGH57-P14-D07	nonTumor	P14	D07
MGH57	MGH57-P14-H10	nonTumor	P14	H10
MGH57	MGH57-P14-B06	nonTumor	P14	B06
MGH57	MGH57-P14-C10	nonTumor	P14	C10
MGH57	MGH57-P14-B10	nonTumor	P14	B10
MGH57	MGH57-P14-A09	nonTumor	P14	A09
MGH57	MGH57-P14-A10	nonTumor	P14	A10
MGH57	MGH57-P14-C04	nonTumor	P14	C04
MGH57	MGH57-P14-E09	nonTumor	P14	E09
MGH57	MGH57-P14-B04	nonTumor	P14	B04
MGH57	MGH57-P14-B09	nonTumor	P14	B09
MGH57	MGH57-P14-F02	nonTumor	P14	F02
MGH57	MGH57-P14-C08	nonTumor	P14	C08
MGH61	MGH61-P3-A01	Tumor	P3	A01
MGH61	MGH61-P3-A02	Tumor	P3	A02
MGH61	MGH61-P3-A03	Tumor	P3	A03
MGH61	MGH61-P3-A04	Tumor	P3	A04
MGH61	MGH61-P3-A05	Tumor	P3	A05
MGH61	MGH61-P3-A06	Tumor	P3	A06
MGH61	MGH61-P3-A07	Tumor	P3	A07
MGH61	MGH61-P3-A08	Tumor	P3	A08
MGH61	MGH61-P3-A09	Tumor	P3	A09
MGH61	MGH61-P3-A10	Tumor	P3	A10
MGH61	MGH61-P3-A11	Tumor	P3	A11
MGH61	MGH61-P3-A12	Tumor	P3	A12
MGH61	MGH61-P3-B01	Tumor	P3	B01
MGH61	MGH61-P3-B02	Tumor	P3	B02
MGH61	MGH61-P3-B03	Tumor	P3	B03
MGH61	MGH61-P3-B04	Tumor	P3	B04
MGH61	MGH61-P3-B05	Tumor	P3	B05
MGH61	MGH61-P3-B06	Tumor	P3	B06
MGH61	MGH61-P3-B07	Tumor	P3	B07
MGH61	MGH61-P3-B08	Tumor	P3	B08
MGH61	MGH61-P3-B09	Tumor	P3	B09
MGH61	MGH61-P3-B10	Tumor	P3	B10
MGH61	MGH61-P3-B11	Tumor	P3	B11
MGH61	MGH61-P3-B12	Tumor	P3	B12
MGH61	MGH61-P3-C01	Tumor	P3	C01
MGH61	MGH61-P3-C02	Tumor	P3	C02
MGH61	MGH61-P3-C03	Tumor	P3	C03
MGH61	MGH61-P3-C04	Tumor	P3	C04
MGH61	MGH61-P3-C05	Tumor	P3	C05
