Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,source_name,disease,disease_state,Cell_Line,cell_morphology,tissue
SRR7461846,RNA-Seq,300,287040300,PRJNA382695,SAMN09533360,145255713,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331889,GSM3241702,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,287,138,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493865,GSM3241702,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461848,RNA-Seq,300,184099800,PRJNA382695,SAMN09533358,92806830,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331891,GSM3241704,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,184,88,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493869,GSM3241704,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461849,RNA-Seq,300,587774400,PRJNA382695,SAMN09533364,293195282,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4331892,GSM3241705,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,587,279,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493867,GSM3241705,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461850,RNA-Seq,300,193003500,PRJNA382695,SAMN09533357,97639281,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331893,GSM3241706,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,193,93,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493868,GSM3241706,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461852,RNA-Seq,300,581355900,PRJNA382695,SAMN09533355,291279184,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331895,GSM3241708,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,581,277,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493871,GSM3241708,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461853,RNA-Seq,300,615238500,PRJNA382695,SAMN09533354,308875846,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331896,GSM3241709,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,615,294,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493872,GSM3241709,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461854,RNA-Seq,300,265637400,PRJNA382695,SAMN09533429,135489589,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4331897,GSM3241710,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,265,129,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493873,GSM3241710,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461857,RNA-Seq,300,363414900,PRJNA382695,SAMN09533166,184145642,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331900,GSM3241713,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,363,175,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493876,GSM3241713,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461859,RNA-Seq,300,577010100,PRJNA382695,SAMN09533164,290307939,GEO,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4331902,GSM3241715,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,577,276,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493878,GSM3241715,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461862,RNA-Seq,300,489297900,PRJNA382695,SAMN09533225,251432501,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4331905,GSM3241718,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,489,239,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493880,GSM3241718,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461866,RNA-Seq,300,688269300,PRJNA382695,SAMN09533221,348049792,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331909,GSM3241722,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,688,331,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493884,GSM3241722,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461867,RNA-Seq,300,947892000,PRJNA382695,SAMN09533220,476281210,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4331910,GSM3241723,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,947,454,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493886,GSM3241723,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461868,RNA-Seq,300,244882800,PRJNA382695,SAMN09533219,124707338,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331911,GSM3241724,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,244,118,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493887,GSM3241724,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461870,RNA-Seq,300,281590500,PRJNA382695,SAMN09533217,142415939,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331913,GSM3241726,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,281,135,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493889,GSM3241726,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461872,RNA-Seq,300,200225700,PRJNA382695,SAMN09533215,100308645,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331915,GSM3241728,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,200,95,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493890,GSM3241728,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461874,RNA-Seq,300,399909600,PRJNA382695,SAMN09533213,199826188,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331917,GSM3241730,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,399,190,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493893,GSM3241730,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461875,RNA-Seq,300,197814300,PRJNA382695,SAMN09533212,99612642,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331918,GSM3241731,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,197,94,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493894,GSM3241731,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461877,RNA-Seq,300,101380200,PRJNA382695,SAMN09533210,51120592,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331920,GSM3241733,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,101,48,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493897,GSM3241733,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461880,RNA-Seq,300,472121700,PRJNA382695,SAMN09533207,235225872,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331923,GSM3241736,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,472,224,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493900,GSM3241736,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461881,RNA-Seq,300,347380200,PRJNA382695,SAMN09533206,173421998,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331924,GSM3241737,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,347,165,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493899,GSM3241737,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461883,RNA-Seq,300,553087500,PRJNA382695,SAMN09533204,279349494,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331926,GSM3241739,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,553,266,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493902,GSM3241739,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461885,RNA-Seq,300,298991100,PRJNA382695,SAMN09533202,149231361,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331928,GSM3241741,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,298,142,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493904,GSM3241741,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461887,RNA-Seq,300,364149300,PRJNA382695,SAMN09533200,183734824,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4331930,GSM3241743,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,364,175,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493905,GSM3241743,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461888,RNA-Seq,300,542055300,PRJNA382695,SAMN09533199,269223193,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331931,GSM3241744,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,542,256,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493908,GSM3241744,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461889,RNA-Seq,300,500479800,PRJNA382695,SAMN09533198,250402040,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331932,GSM3241745,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,500,238,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493907,GSM3241745,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461891,RNA-Seq,300,430231200,PRJNA382695,SAMN09533253,215000648,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4331934,GSM3241747,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,430,205,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493912,GSM3241747,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461893,RNA-Seq,300,459751200,PRJNA382695,SAMN09533251,229777635,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331936,GSM3241749,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,459,219,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493909,GSM3241749,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461894,RNA-Seq,300,422387700,PRJNA382695,SAMN09533250,211436651,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331937,GSM3241750,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,422,201,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493913,GSM3241750,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461896,RNA-Seq,300,343473300,PRJNA382695,SAMN09533248,171633269,GEO,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4331939,GSM3241752,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,343,163,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493916,GSM3241752,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461897,RNA-Seq,300,344411700,PRJNA382695,SAMN09533247,172444947,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331940,GSM3241753,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,344,164,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493915,GSM3241753,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461899,RNA-Seq,300,464064000,PRJNA382695,SAMN09533245,231815944,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4331942,GSM3241755,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,464,221,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493918,GSM3241755,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461901,RNA-Seq,300,281031600,PRJNA382695,SAMN09533243,140589365,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331944,GSM3241757,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,281,134,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493919,GSM3241757,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461904,RNA-Seq,300,242475300,PRJNA382695,SAMN09533240,121428215,GEO,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4331947,GSM3241760,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,242,115,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493925,GSM3241760,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461909,RNA-Seq,300,162779700,PRJNA382695,SAMN09533235,81597812,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331952,GSM3241765,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,162,77,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493928,GSM3241765,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461912,RNA-Seq,300,1024206000,PRJNA382695,SAMN09533232,500927540,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4331955,GSM3241768,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1024,477,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493930,GSM3241768,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461913,RNA-Seq,300,1323626400,PRJNA382695,SAMN09533231,647978742,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4331956,GSM3241769,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1323,617,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493933,GSM3241769,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461915,RNA-Seq,300,414929700,PRJNA382695,SAMN09533229,207093154,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331958,GSM3241771,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,414,197,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493935,GSM3241771,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461916,RNA-Seq,300,129059100,PRJNA382695,SAMN09533228,61721130,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331959,GSM3241772,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,129,58,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493934,GSM3241772,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461918,RNA-Seq,300,1053657900,PRJNA382695,SAMN09533226,520519195,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331961,GSM3241774,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1053,496,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493937,GSM3241774,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461919,RNA-Seq,300,1163603400,PRJNA382695,SAMN09533288,570406102,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331962,GSM3241775,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1163,543,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493938,GSM3241775,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461923,RNA-Seq,300,1091750400,PRJNA382695,SAMN09533284,532065480,GEO,public,sra,"s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4331966,GSM3241779,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1091,507,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493942,GSM3241779,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461925,RNA-Seq,300,938213100,PRJNA382695,SAMN09533282,457669386,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331968,GSM3241781,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,938,436,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493945,GSM3241781,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461926,RNA-Seq,300,15638400,PRJNA382695,SAMN09533281,7760410,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331969,GSM3241782,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,15,7,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493946,GSM3241782,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461927,RNA-Seq,300,574335600,PRJNA382695,SAMN09533280,279126574,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4331970,GSM3241783,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,574,266,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493944,GSM3241783,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461928,RNA-Seq,300,874377300,PRJNA382695,SAMN09533279,429450864,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4331971,GSM3241784,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,874,409,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493947,GSM3241784,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461929,RNA-Seq,300,311908200,PRJNA382695,SAMN09533278,153760473,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331972,GSM3241785,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,311,146,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493949,GSM3241785,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461931,RNA-Seq,300,1203625800,PRJNA382695,SAMN09533276,592227151,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331974,GSM3241787,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1203,564,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493950,GSM3241787,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461933,RNA-Seq,300,851895300,PRJNA382695,SAMN09533274,417748406,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331976,GSM3241789,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,851,398,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493953,GSM3241789,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461936,RNA-Seq,300,1807230900,PRJNA382695,SAMN09533975,880371897,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331979,GSM3241792,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1807,839,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493955,GSM3241792,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461937,RNA-Seq,300,382406700,PRJNA382695,SAMN09533974,186962364,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331980,GSM3241793,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,382,178,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493956,GSM3241793,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461938,RNA-Seq,300,4320111600,PRJNA382695,SAMN09533971,2120184166,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331981,GSM3241794,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,4320,2021,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493957,GSM3241794,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461939,RNA-Seq,300,523560600,PRJNA382695,SAMN09533973,257757633,GEO,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4331982,GSM3241795,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,523,245,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493959,GSM3241795,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461941,RNA-Seq,300,861189600,PRJNA382695,SAMN09533970,422130570,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331984,GSM3241797,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,861,402,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493962,GSM3241797,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461942,RNA-Seq,300,553598400,PRJNA382695,SAMN09533969,270129860,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331985,GSM3241798,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,553,257,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493961,GSM3241798,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461943,RNA-Seq,300,1510569900,PRJNA382695,SAMN09533769,733017998,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4331986,GSM3241799,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1510,699,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493963,GSM3241799,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461944,RNA-Seq,300,781045500,PRJNA382695,SAMN09534048,378379880,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331987,GSM3241800,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,781,360,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493965,GSM3241800,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461945,RNA-Seq,300,988054500,PRJNA382695,SAMN09534047,478745686,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4331988,GSM3241801,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,988,456,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493958,GSM3241801,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461946,RNA-Seq,300,106551300,PRJNA382695,SAMN09534046,51966459,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4331989,GSM3241802,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,106,49,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493960,GSM3241802,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461948,RNA-Seq,300,501933600,PRJNA382695,SAMN09534044,241442330,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4331991,GSM3241804,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,501,230,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493968,GSM3241804,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461952,RNA-Seq,300,294821100,PRJNA382695,SAMN09534040,145929895,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4331995,GSM3241808,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,294,139,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493971,GSM3241808,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461954,RNA-Seq,300,699012900,PRJNA382695,SAMN09534038,345128428,GEO,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4331997,GSM3241810,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,699,329,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493973,GSM3241810,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461956,RNA-Seq,300,801258300,PRJNA382695,SAMN09534036,403353788,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4331999,GSM3241812,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,801,384,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493976,GSM3241812,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461963,RNA-Seq,300,453595800,PRJNA382695,SAMN09534070,226058392,GEO,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4332006,GSM3241819,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,453,215,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493983,GSM3241819,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461964,RNA-Seq,300,742031700,PRJNA382695,SAMN09534069,370134721,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4332007,GSM3241820,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,742,352,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493982,GSM3241820,SRP103839,CRC,Carcinoma,,CCL23,,
SRR7461966,RNA-Seq,300,571105500,PRJNA382695,SAMN09534064,282431014,GEO,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4332009,GSM3241822,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,571,269,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3493984,GSM3241822,SRP103839,CRC,Carcinoma,,CCL23,,
