cell	celltype1	GSM	Run	sample	depletion_batch	patient	Tumor	QC_status	plate	well
PT058_P1_F08	Tumor	GSM3326654	SRR7666828	B2	depleted_no	PT058	Tumor	Passed	P1	F08
PT058_P1_F09	Tumor	GSM3326655	SRR7666829	B2	depleted_no	PT058	Tumor	Passed	P1	F09
PT058_P1_F10	Tumor	GSM3326656	SRR7666830	B2	depleted_no	PT058	Tumor	Passed	P1	F10
PT058_P1_F12	Tumor	GSM3326658	SRR7666832	B2	depleted_no	PT058	Tumor	Passed	P1	F12
PT058_P1_G01	Bcell	GSM3326659	SRR7666833	B2	depleted_no	PT058	nonTumor	Passed	P1	G01
PT058_P1_G02	Stroma	GSM3326660	SRR7666834	B2	depleted_no	PT058	nonTumor	Passed	P1	G02
PT058_P1_G03	Tcell	GSM3326661	SRR7666835	B2	depleted_no	PT058	nonTumor	Passed	P1	G03
PT058_P1_G04	Tumor	GSM3326662	SRR7666836	B2	depleted_no	PT058	Tumor	Passed	P1	G04
PT058_P1_G05	Tumor	GSM3326663	SRR7666837	B2	depleted_no	PT058	Tumor	Passed	P1	G05
PT058_P1_G07	Tcell	GSM3326664	SRR7666838	B2	depleted_no	PT058	nonTumor	Passed	P1	G07
PT058_P1_G08	Tumor	GSM3326665	SRR7666839	B2	depleted_no	PT058	Tumor	Passed	P1	G08
PT058_P1_G10	Stroma	GSM3326666	SRR7666840	B2	depleted_no	PT058	nonTumor	Passed	P1	G10
PT058_P1_G11	Tumor	GSM3326667	SRR7666841	B2	depleted_no	PT058	Tumor	Passed	P1	G11
PT058_P1_H02	Tcell	GSM3326669	SRR7666843	B2	depleted_no	PT058	nonTumor	Passed	P1	H02
PT058_P1_H03	Tcell	GSM3326670	SRR7666844	B2	depleted_no	PT058	nonTumor	Passed	P1	H03
PT058_P1_H04	Tcell	GSM3326671	SRR7666845	B2	depleted_no	PT058	nonTumor	Passed	P1	H04
PT058_P1_H05	Tcell	GSM3326672	SRR7666846	B2	depleted_no	PT058	nonTumor	Passed	P1	H05
PT058_P1_H06	Tumor	GSM3326673	SRR7666847	B2	depleted_no	PT058	Tumor	Passed	P1	H06
PT058_P1_H07	Tumor	GSM3326674	SRR7666848	B2	depleted_no	PT058	Tumor	Passed	P1	H07
PT058_P1_H08	Tumor	GSM3326675	SRR7666849	B2	depleted_no	PT058	Tumor	Passed	P1	H08
PT058_P1_H12	Tcell	GSM3326677	SRR7666851	B2	depleted_no	PT058	nonTumor	Passed	P1	H12
PT081_P1_A01	Tumor	GSM3326678	SRR7666852	B4	depleted_yes	PT081	Tumor	Passed	P1	A01
PT081_P1_A02	Tumor	GSM3326679	SRR7666853	B4	depleted_yes	PT081	Tumor	Passed	P1	A02
PT081_P1_A03	Tumor	GSM3326680	SRR7666854	B4	depleted_yes	PT081	Tumor	Passed	P1	A03
PT081_P1_A05	Tumor	GSM3326681	SRR7666855	B4	depleted_yes	PT081	Tumor	Passed	P1	A05
PT081_P1_A06	Tumor	GSM3326682	SRR7666856	B4	depleted_yes	PT081	Tumor	Passed	P1	A06
PT081_P1_A07	Tumor	GSM3326683	SRR7666857	B4	depleted_yes	PT081	Tumor	Passed	P1	A07
PT081_P1_A08	Tumor	GSM3326684	SRR7666858	B4	depleted_yes	PT081	Tumor	Passed	P1	A08
PT081_P1_A09	Tumor	GSM3326685	SRR7666859	B4	depleted_yes	PT081	Tumor	Passed	P1	A09
PT081_P1_A10	Tumor	GSM3326686	SRR7666860	B4	depleted_yes	PT081	Tumor	Passed	P1	A10
PT081_P1_A12	Tumor	GSM3326687	SRR7666861	B4	depleted_yes	PT081	Tumor	Passed	P1	A12
PT081_P1_B01	Tumor	GSM3326688	SRR7666862	B4	depleted_yes	PT081	Tumor	Passed	P1	B01
PT081_P1_B02	Tumor	GSM3326689	SRR7666863	B4	depleted_yes	PT081	Tumor	Passed	P1	B02
PT081_P1_B03	Tumor	GSM3326690	SRR7666864	B4	depleted_yes	PT081	Tumor	Passed	P1	B03
PT081_P1_B04	Tumor	GSM3326691	SRR7666865	B4	depleted_yes	PT081	Tumor	Passed	P1	B04
PT081_P1_B05	Stroma	GSM3326692	SRR7666866	B4	depleted_yes	PT081	nonTumor	Passed	P1	B05
PT081_P1_B06	Tumor	GSM3326693	SRR7666867	B4	depleted_yes	PT081	Tumor	Passed	P1	B06
PT081_P1_B07	Tumor	GSM3326694	SRR7666868	B4	depleted_yes	PT081	Tumor	Passed	P1	B07
PT081_P1_B08	Tumor	GSM3326695	SRR7666869	B4	depleted_yes	PT081	Tumor	Passed	P1	B08
PT081_P1_B10	Tumor	GSM3326696	SRR7666870	B4	depleted_yes	PT081	Tumor	Passed	P1	B10
PT081_P1_B11	Tumor	GSM3326697	SRR7666871	B4	depleted_yes	PT081	Tumor	Passed	P1	B11
PT081_P1_B12	Tumor	GSM3326698	SRR7666872	B4	depleted_yes	PT081	Tumor	Passed	P1	B12
PT081_P1_C01	Tumor	GSM3326699	SRR7666873	B4	depleted_yes	PT081	Tumor	Passed	P1	C01
PT081_P1_C02	Tumor	GSM3326700	SRR7666874	B4	depleted_yes	PT081	Tumor	Passed	P1	C02
PT081_P1_C03	Tumor	GSM3326701	SRR7666875	B4	depleted_yes	PT081	Tumor	Passed	P1	C03
PT081_P1_C04	Tumor	GSM3326702	SRR7666876	B4	depleted_yes	PT081	Tumor	Passed	P1	C04
PT081_P1_C05	Tumor	GSM3326703	SRR7666877	B4	depleted_yes	PT081	Tumor	Passed	P1	C05
PT081_P1_C06	Tumor	GSM3326704	SRR7666878	B4	depleted_yes	PT081	Tumor	Passed	P1	C06
PT081_P1_C07	Tumor	GSM3326705	SRR7666879	B4	depleted_yes	PT081	Tumor	Passed	P1	C07
PT081_P1_C08	Tumor	GSM3326706	SRR7666880	B4	depleted_yes	PT081	Tumor	Passed	P1	C08
PT081_P1_C09	Tumor	GSM3326707	SRR7666881	B4	depleted_yes	PT081	Tumor	Passed	P1	C09
PT081_P1_C11	Tumor	GSM3326708	SRR7666882	B4	depleted_yes	PT081	Tumor	Passed	P1	C11
PT081_P1_C12	Tumor	GSM3326709	SRR7666883	B4	depleted_yes	PT081	Tumor	Passed	P1	C12
PT081_P1_D01	Tumor	GSM3326710	SRR7666884	B4	depleted_yes	PT081	Tumor	Passed	P1	D01
PT081_P1_D02	Tumor	GSM3326711	SRR7666885	B4	depleted_yes	PT081	Tumor	Passed	P1	D02
PT081_P1_D03	Tumor	GSM3326712	SRR7666886	B4	depleted_yes	PT081	Tumor	Passed	P1	D03
PT081_P1_D04	Tumor	GSM3326713	SRR7666887	B4	depleted_yes	PT081	Tumor	Passed	P1	D04
PT081_P1_D05	Tumor	GSM3326714	SRR7666888	B4	depleted_yes	PT081	Tumor	Passed	P1	D05
PT081_P1_D06	Tumor	GSM3326715	SRR7666889	B4	depleted_yes	PT081	Tumor	Passed	P1	D06
PT081_P1_D07	Tumor	GSM3326716	SRR7666890	B4	depleted_yes	PT081	Tumor	Passed	P1	D07
PT081_P1_D08	Tumor	GSM3326717	SRR7666891	B4	depleted_yes	PT081	Tumor	Passed	P1	D08
PT081_P1_D09	Tumor	GSM3326718	SRR7666892	B4	depleted_yes	PT081	Tumor	Passed	P1	D09
PT081_P1_D10	Tumor	GSM3326719	SRR7666893	B4	depleted_yes	PT081	Tumor	Passed	P1	D10
PT081_P1_D12	Tumor	GSM3326720	SRR7666894	B4	depleted_yes	PT081	Tumor	Passed	P1	D12
PT081_P1_E01	Tumor	GSM3326721	SRR7666895	B4	depleted_yes	PT081	Tumor	Passed	P1	E01
PT081_P1_E02	Tumor	GSM3326722	SRR7666896	B4	depleted_yes	PT081	Tumor	Passed	P1	E02
PT081_P1_E03	Tumor	GSM3326723	SRR7666897	B4	depleted_yes	PT081	Tumor	Passed	P1	E03
PT081_P1_E04	Tumor	GSM3326724	SRR7666898	B4	depleted_yes	PT081	Tumor	Passed	P1	E04
PT081_P1_E05	Tumor	GSM3326725	SRR7666899	B4	depleted_yes	PT081	Tumor	Passed	P1	E05
PT081_P1_E06	Tumor	GSM3326726	SRR7666900	B4	depleted_yes	PT081	Tumor	Passed	P1	E06
PT081_P1_E07	Tumor	GSM3326727	SRR7666901	B4	depleted_yes	PT081	Tumor	Passed	P1	E07
PT081_P1_E09	Tumor	GSM3326728	SRR7666902	B4	depleted_yes	PT081	Tumor	Passed	P1	E09
PT081_P1_E10	Tumor	GSM3326729	SRR7666903	B4	depleted_yes	PT081	Tumor	Passed	P1	E10
PT081_P1_E11	Tumor	GSM3326730	SRR7666904	B4	depleted_yes	PT081	Tumor	Passed	P1	E11
PT081_P1_F01	Tumor	GSM3326732	SRR7666906	B4	depleted_yes	PT081	Tumor	Passed	P1	F01
PT081_P1_F02	Tumor	GSM3326733	SRR7666907	B4	depleted_yes	PT081	Tumor	Passed	P1	F02
PT081_P1_F03	Tumor	GSM3326734	SRR7666908	B4	depleted_yes	PT081	Tumor	Passed	P1	F03
PT081_P1_F04	Tumor	GSM3326735	SRR7666909	B4	depleted_yes	PT081	Tumor	Passed	P1	F04
PT081_P1_F05	Tumor	GSM3326736	SRR7666910	B4	depleted_yes	PT081	Tumor	Passed	P1	F05
PT081_P1_F06	Tumor	GSM3326737	SRR7666911	B4	depleted_yes	PT081	Tumor	Passed	P1	F06
PT081_P1_F07	Tumor	GSM3326738	SRR7666912	B4	depleted_yes	PT081	Tumor	Passed	P1	F07
PT081_P1_F08	Tumor	GSM3326739	SRR7666913	B4	depleted_yes	PT081	Tumor	Passed	P1	F08
PT081_P1_F11	Tumor	GSM3326740	SRR7666914	B4	depleted_yes	PT081	Tumor	Passed	P1	F11
PT081_P1_F12	Tumor	GSM3326741	SRR7666915	B4	depleted_yes	PT081	Tumor	Passed	P1	F12
PT081_P1_G01	Tumor	GSM3326742	SRR7666916	B4	depleted_yes	PT081	Tumor	Passed	P1	G01
PT081_P1_G02	Tumor	GSM3326743	SRR7666917	B4	depleted_yes	PT081	Tumor	Passed	P1	G02
PT081_P1_G04	Tumor	GSM3326745	SRR7666919	B4	depleted_yes	PT081	Tumor	Passed	P1	G04
PT081_P1_G06	Tumor	GSM3326747	SRR7666921	B4	depleted_yes	PT081	Tumor	Passed	P1	G06
PT081_P1_G07	Tumor	GSM3326748	SRR7666922	B4	depleted_yes	PT081	Tumor	Passed	P1	G07
PT081_P1_G08	Tumor	GSM3326749	SRR7666923	B4	depleted_yes	PT081	Tumor	Passed	P1	G08
PT081_P1_G10	Tumor	GSM3326750	SRR7666924	B4	depleted_yes	PT081	Tumor	Passed	P1	G10
PT081_P1_G11	Tumor	GSM3326751	SRR7666925	B4	depleted_yes	PT081	Tumor	Passed	P1	G11
PT081_P1_H01	Tumor	GSM3326752	SRR7666926	B4	depleted_yes	PT081	Tumor	Passed	P1	H01
PT081_P1_H03	Tumor	GSM3326753	SRR7666927	B4	depleted_yes	PT081	Tumor	Passed	P1	H03
PT081_P1_H04	Tumor	GSM3326754	SRR7666928	B4	depleted_yes	PT081	Tumor	Passed	P1	H04
PT081_P1_H06	Tumor	GSM3326755	SRR7666929	B4	depleted_yes	PT081	Tumor	Passed	P1	H06
PT081_P1_H07	Tumor	GSM3326756	SRR7666930	B4	depleted_yes	PT081	Tumor	Passed	P1	H07
PT081_P1_H08	Stroma	GSM3326757	SRR7666931	B4	depleted_yes	PT081	nonTumor	Passed	P1	H08
PT081_P1_H10	Tumor	GSM3326758	SRR7666932	B4	depleted_yes	PT081	Tumor	Passed	P1	H10
PT081_P1_H11	Tumor	GSM3326759	SRR7666933	B4	depleted_yes	PT081	Tumor	Passed	P1	H11
PT081_P1_H12	Tumor	GSM3326760	SRR7666934	B4	depleted_yes	PT081	Tumor	Passed	P1	H12
PT081_P3_A02_S194	Tumor	GSM3326761	SRR7666935	B3	depleted_yes	PT081	Tumor	Passed	P3	A02
PT081_P3_A03_S195	Tumor	GSM3326762	SRR7666936	B3	depleted_yes	PT081	Tumor	Passed	P3	A03
PT081_P3_A04_S196	Tumor	GSM3326763	SRR7666937	B3	depleted_yes	PT081	Tumor	Passed	P3	A04
PT081_P3_A05_S197	Tumor	GSM3326764	SRR7666938	B3	depleted_yes	PT081	Tumor	Passed	P3	A05
PT081_P3_A08_S200	Tumor	GSM3326765	SRR7666939	B3	depleted_yes	PT081	Tumor	Passed	P3	A08
PT081_P3_A11_S203	Tumor	GSM3326766	SRR7666940	B3	depleted_yes	PT081	Tumor	Passed	P3	A11
PT081_P3_A12_S204	Tumor	GSM3326767	SRR7666941	B3	depleted_yes	PT081	Tumor	Passed	P3	A12
PT081_P3_B01_S205	Tumor	GSM3326768	SRR7666942	B3	depleted_yes	PT081	Tumor	Passed	P3	B01
PT081_P3_B02_S206	Tumor	GSM3326769	SRR7666943	B3	depleted_yes	PT081	Tumor	Passed	P3	B02
PT081_P3_B03_S207	Tumor	GSM3326770	SRR7666944	B3	depleted_yes	PT081	Tumor	Passed	P3	B03
PT081_P3_B04_S208	Tumor	GSM3326771	SRR7666945	B3	depleted_yes	PT081	Tumor	Passed	P3	B04
PT081_P3_B07_S211	Tumor	GSM3326773	SRR7666947	B3	depleted_yes	PT081	Tumor	Passed	P3	B07
PT081_P3_B08_S212	Tumor	GSM3326774	SRR7666948	B3	depleted_yes	PT081	Tumor	Passed	P3	B08
PT081_P3_B09_S213	Tumor	GSM3326775	SRR7666949	B3	depleted_yes	PT081	Tumor	Passed	P3	B09
PT081_P3_B12_S216	Tumor	GSM3326776	SRR7666950	B3	depleted_yes	PT081	Tumor	Passed	P3	B12
PT081_P3_C01_S217	Tumor	GSM3326777	SRR7666951	B3	depleted_yes	PT081	Tumor	Passed	P3	C01
PT081_P3_C02_S218	Tumor	GSM3326778	SRR7666952	B3	depleted_yes	PT081	Tumor	Passed	P3	C02
PT081_P3_C03_S219	Tumor	GSM3326779	SRR7666953	B3	depleted_yes	PT081	Tumor	Passed	P3	C03
PT081_P3_C04_S220	Tumor	GSM3326780	SRR7666954	B3	depleted_yes	PT081	Tumor	Passed	P3	C04
PT081_P3_C05_S221	Tumor	GSM3326781	SRR7666955	B3	depleted_yes	PT081	Tumor	Passed	P3	C05
PT081_P3_C06_S222	Tumor	GSM3326782	SRR7666956	B3	depleted_yes	PT081	Tumor	Passed	P3	C06
PT081_P3_C09_S225	Tumor	GSM3326783	SRR7666957	B3	depleted_yes	PT081	Tumor	Passed	P3	C09
PT081_P3_C10_S226	Tumor	GSM3326784	SRR7666958	B3	depleted_yes	PT081	Tumor	Passed	P3	C10
PT081_P3_C11_S227	Tumor	GSM3326785	SRR7666959	B3	depleted_yes	PT081	Tumor	Passed	P3	C11
PT081_P3_C12_S228	Tumor	GSM3326786	SRR7666960	B3	depleted_yes	PT081	Tumor	Passed	P3	C12
PT081_P3_D01_S229	Tumor	GSM3326787	SRR7666961	B3	depleted_yes	PT081	Tumor	Passed	P3	D01
PT081_P3_D02_S230	Tumor	GSM3326788	SRR7666962	B3	depleted_yes	PT081	Tumor	Passed	P3	D02
PT081_P3_D03_S231	Tumor	GSM3326789	SRR7666963	B3	depleted_yes	PT081	Tumor	Passed	P3	D03
PT081_P3_D04_S232	Tumor	GSM3326790	SRR7666964	B3	depleted_yes	PT081	Tumor	Passed	P3	D04
PT081_P3_D05_S233	Tumor	GSM3326791	SRR7666965	B3	depleted_yes	PT081	Tumor	Passed	P3	D05
PT081_P3_D06_S234	Tumor	GSM3326792	SRR7666966	B3	depleted_yes	PT081	Tumor	Passed	P3	D06
PT081_P3_D10_S238	Tumor	GSM3326793	SRR7666967	B3	depleted_yes	PT081	Tumor	Passed	P3	D10
PT081_P3_D11_S239	Tumor	GSM3326794	SRR7666968	B3	depleted_yes	PT081	Tumor	Passed	P3	D11
PT081_P3_E01_S241	Tumor	GSM3326795	SRR7666969	B3	depleted_yes	PT081	Tumor	Passed	P3	E01
PT081_P3_E02_S242	Tumor	GSM3326796	SRR7666970	B3	depleted_yes	PT081	Tumor	Passed	P3	E02
PT081_P3_E03_S243	Tumor	GSM3326797	SRR7666971	B3	depleted_yes	PT081	Tumor	Passed	P3	E03
PT081_P3_E04_S244	Tumor	GSM3326798	SRR7666972	B3	depleted_yes	PT081	Tumor	Passed	P3	E04
PT081_P3_E06_S246	Tumor	GSM3326799	SRR7666973	B3	depleted_yes	PT081	Tumor	Passed	P3	E06
PT081_P3_E07_S247	Tumor	GSM3326800	SRR7666974	B3	depleted_yes	PT081	Tumor	Passed	P3	E07
PT081_P3_E08_S248	Tumor	GSM3326801	SRR7666975	B3	depleted_yes	PT081	Tumor	Passed	P3	E08
PT081_P3_E11_S251	Tumor	GSM3326802	SRR7666976	B3	depleted_yes	PT081	Tumor	Passed	P3	E11
PT081_P3_E12_S252	Tumor	GSM3326803	SRR7666977	B3	depleted_yes	PT081	Tumor	Passed	P3	E12
PT081_P3_F01_S253	Tumor	GSM3326804	SRR7666978	B3	depleted_yes	PT081	Tumor	Passed	P3	F01
PT081_P3_F03_S255	Tumor	GSM3326805	SRR7666979	B3	depleted_yes	PT081	Tumor	Passed	P3	F03
PT081_P3_F04_S256	Tumor	GSM3326806	SRR7666980	B3	depleted_yes	PT081	Tumor	Passed	P3	F04
PT081_P3_F06_S258	Tumor	GSM3326807	SRR7666981	B3	depleted_yes	PT081	Tumor	Passed	P3	F06
PT081_P3_F08_S260	Tumor	GSM3326808	SRR7666982	B3	depleted_yes	PT081	Tumor	Passed	P3	F08
PT081_P3_F09_S261	Tumor	GSM3326809	SRR7666983	B3	depleted_yes	PT081	Tumor	Passed	P3	F09
PT081_P3_F11_S263	Tumor	GSM3326810	SRR7666984	B3	depleted_yes	PT081	Tumor	Passed	P3	F11
PT081_P3_F12_S264	Tumor	GSM3326811	SRR7666985	B3	depleted_yes	PT081	Tumor	Passed	P3	F12
PT081_P3_G01_S265	Tumor	GSM3326812	SRR7666986	B3	depleted_yes	PT081	Tumor	Passed	P3	G01
PT081_P3_G03_S267	Tumor	GSM3326813	SRR7666987	B3	depleted_yes	PT081	Tumor	Passed	P3	G03
PT081_P3_G04_S268	Tumor	GSM3326814	SRR7666988	B3	depleted_yes	PT081	Tumor	Passed	P3	G04
PT081_P3_H02_S278	Tumor	GSM3326815	SRR7666989	B3	depleted_yes	PT081	Tumor	Passed	P3	H02
PT081_P3_H03_S279	Tumor	GSM3326816	SRR7666990	B3	depleted_yes	PT081	Tumor	Passed	P3	H03
PT081_P3_H04_S280	Tumor	GSM3326817	SRR7666991	B3	depleted_yes	PT081	Tumor	Passed	P3	H04
PT081_P3_H05_S281	Tumor	GSM3326818	SRR7666992	B3	depleted_yes	PT081	Tumor	Passed	P3	H05
PT081_P3_H07_S283	Tumor	GSM3326819	SRR7666993	B3	depleted_yes	PT081	Tumor	Passed	P3	H07
PT081_P3_H09_S285	Tumor	GSM3326820	SRR7666994	B3	depleted_yes	PT081	Tumor	Passed	P3	H09
PT081_P3_H11_S287	Tumor	GSM3326821	SRR7666995	B3	depleted_yes	PT081	Tumor	Passed	P3	H11
PT081_P5_A02_S98	Tumor	GSM3326822	SRR7666996	B3	depleted_yes	PT081	Tumor	Passed	P5	A02
PT081_P5_A03_S99	Tumor	GSM3326823	SRR7666997	B3	depleted_yes	PT081	Tumor	Passed	P5	A03
PT081_P5_A04_S100	Tumor	GSM3326824	SRR7666998	B3	depleted_yes	PT081	Tumor	Passed	P5	A04
PT081_P5_A05_S101	Tumor	GSM3326825	SRR7666999	B3	depleted_yes	PT081	Tumor	Passed	P5	A05
PT081_P5_A06_S102	Tumor	GSM3326826	SRR7667000	B3	depleted_yes	PT081	Tumor	Passed	P5	A06
PT081_P5_A07_S103	Tumor	GSM3326827	SRR7667001	B3	depleted_yes	PT081	Tumor	Passed	P5	A07
PT081_P5_A08_S104	Tumor	GSM3326828	SRR7667002	B3	depleted_yes	PT081	Tumor	Passed	P5	A08
PT081_P5_A09_S105	Tumor	GSM3326829	SRR7667003	B3	depleted_yes	PT081	Tumor	Passed	P5	A09
PT081_P5_A10_S106	Tumor	GSM3326830	SRR7667004	B3	depleted_yes	PT081	Tumor	Passed	P5	A10
PT081_P5_A11_S107	Tumor	GSM3326831	SRR7667005	B3	depleted_yes	PT081	Tumor	Passed	P5	A11
PT081_P5_A12_S108	Tumor	GSM3326832	SRR7667006	B3	depleted_yes	PT081	Tumor	Passed	P5	A12
PT081_P5_B01_S109	Tumor	GSM3326833	SRR7667007	B3	depleted_yes	PT081	Tumor	Passed	P5	B01
PT081_P5_B02_S110	Tumor	GSM3326834	SRR7667008	B3	depleted_yes	PT081	Tumor	Passed	P5	B02
PT081_P5_B03_S111	Tumor	GSM3326835	SRR7667009	B3	depleted_yes	PT081	Tumor	Passed	P5	B03
PT081_P5_B04_S112	Tumor	GSM3326836	SRR7667010	B3	depleted_yes	PT081	Tumor	Passed	P5	B04
PT081_P5_B05_S113	Tumor	GSM3326837	SRR7667011	B3	depleted_yes	PT081	Tumor	Passed	P5	B05
PT081_P5_B06_S114	Tumor	GSM3326838	SRR7667012	B3	depleted_yes	PT081	Tumor	Passed	P5	B06
PT081_P5_B08_S116	Tumor	GSM3326839	SRR7667013	B3	depleted_yes	PT081	Tumor	Passed	P5	B08
PT081_P5_B09_S117	Tumor	GSM3326840	SRR7667014	B3	depleted_yes	PT081	Tumor	Passed	P5	B09
PT081_P5_B10_S118	Tumor	GSM3326841	SRR7667015	B3	depleted_yes	PT081	Tumor	Passed	P5	B10
PT081_P5_B11_S119	Tumor	GSM3326842	SRR7667016	B3	depleted_yes	PT081	Tumor	Passed	P5	B11
PT081_P5_B12_S120	Tumor	GSM3326843	SRR7667017	B3	depleted_yes	PT081	Tumor	Passed	P5	B12
PT081_P5_C01_S121	Tumor	GSM3326844	SRR7667018	B3	depleted_yes	PT081	Tumor	Passed	P5	C01
PT081_P5_C02_S122	Tumor	GSM3326845	SRR7667019	B3	depleted_yes	PT081	Tumor	Passed	P5	C02
PT081_P5_C03_S123	Tumor	GSM3326846	SRR7667020	B3	depleted_yes	PT081	Tumor	Passed	P5	C03
PT081_P5_C04_S124	Tumor	GSM3326847	SRR7667021	B3	depleted_yes	PT081	Tumor	Passed	P5	C04
PT081_P5_C05_S125	Tumor	GSM3326848	SRR7667022	B3	depleted_yes	PT081	Tumor	Passed	P5	C05
PT081_P5_C06_S126	Tumor	GSM3326849	SRR7667023	B3	depleted_yes	PT081	Tumor	Passed	P5	C06
PT081_P5_C07_S127	Tumor	GSM3326850	SRR7667024	B3	depleted_yes	PT081	Tumor	Passed	P5	C07
PT081_P5_C08_S128	Tumor	GSM3326851	SRR7667025	B3	depleted_yes	PT081	Tumor	Passed	P5	C08
PT081_P5_C09_S129	Tumor	GSM3326852	SRR7667026	B3	depleted_yes	PT081	Tumor	Passed	P5	C09
PT081_P5_C10_S130	Tumor	GSM3326853	SRR7667027	B3	depleted_yes	PT081	Tumor	Passed	P5	C10
PT081_P5_C11_S131	Tumor	GSM3326854	SRR7667028	B3	depleted_yes	PT081	Tumor	Passed	P5	C11
PT081_P5_D01_S133	Tumor	GSM3326855	SRR7667029	B3	depleted_yes	PT081	Tumor	Passed	P5	D01
PT081_P5_D02_S134	Tumor	GSM3326856	SRR7667030	B3	depleted_yes	PT081	Tumor	Passed	P5	D02
PT081_P5_D03_S135	Tumor	GSM3326857	SRR7667031	B3	depleted_yes	PT081	Tumor	Passed	P5	D03
PT081_P5_D05_S137	Tumor	GSM3326858	SRR7667032	B3	depleted_yes	PT081	Tumor	Passed	P5	D05
PT081_P5_D07_S139	Tumor	GSM3326859	SRR7667033	B3	depleted_yes	PT081	Tumor	Passed	P5	D07
PT081_P5_D09_S141	Tumor	GSM3326860	SRR7667034	B3	depleted_yes	PT081	Tumor	Passed	P5	D09
PT081_P5_D10_S142	Tumor	GSM3326861	SRR7667035	B3	depleted_yes	PT081	Tumor	Passed	P5	D10
PT081_P5_D11_S143	Tumor	GSM3326862	SRR7667036	B3	depleted_yes	PT081	Tumor	Passed	P5	D11
PT081_P5_D12_S144	Tumor	GSM3326863	SRR7667037	B3	depleted_yes	PT081	Tumor	Passed	P5	D12
PT081_P5_E02_S146	Tumor	GSM3326865	SRR7667039	B3	depleted_yes	PT081	Tumor	Passed	P5	E02
PT081_P5_E03_S147	Tumor	GSM3326866	SRR7667040	B3	depleted_yes	PT081	Tumor	Passed	P5	E03
PT081_P5_E04_S148	Tumor	GSM3326867	SRR7667041	B3	depleted_yes	PT081	Tumor	Passed	P5	E04
PT081_P5_E05_S149	Tumor	GSM3326868	SRR7667042	B3	depleted_yes	PT081	Tumor	Passed	P5	E05
PT081_P5_E06_S150	Stroma	GSM3326869	SRR7667043	B3	depleted_yes	PT081	nonTumor	Passed	P5	E06
PT081_P5_E08_S152	Tumor	GSM3326870	SRR7667044	B3	depleted_yes	PT081	Tumor	Passed	P5	E08
PT081_P5_E09_S153	Tumor	GSM3326871	SRR7667045	B3	depleted_yes	PT081	Tumor	Passed	P5	E09
PT081_P5_E12_S156	Tumor	GSM3326872	SRR7667046	B3	depleted_yes	PT081	Tumor	Passed	P5	E12
PT081_P5_F01_S157	Tumor	GSM3326873	SRR7667047	B3	depleted_yes	PT081	Tumor	Passed	P5	F01
PT081_P5_F02_S158	Tumor	GSM3326874	SRR7667048	B3	depleted_yes	PT081	Tumor	Passed	P5	F02
PT081_P5_F03_S159	Tumor	GSM3326875	SRR7667049	B3	depleted_yes	PT081	Tumor	Passed	P5	F03
PT081_P5_F04_S160	Tumor	GSM3326876	SRR7667050	B3	depleted_yes	PT081	Tumor	Passed	P5	F04
PT081_P5_F05_S161	Tumor	GSM3326877	SRR7667051	B3	depleted_yes	PT081	Tumor	Passed	P5	F05
PT081_P5_F06_S162	Tumor	GSM3326878	SRR7667052	B3	depleted_yes	PT081	Tumor	Passed	P5	F06
PT081_P5_F08_S164	Tumor	GSM3326879	SRR7667053	B3	depleted_yes	PT081	Tumor	Passed	P5	F08
PT081_P5_F09_S165	Tumor	GSM3326880	SRR7667054	B3	depleted_yes	PT081	Tumor	Passed	P5	F09
PT081_P5_F10_S166	Tumor	GSM3326881	SRR7667055	B3	depleted_yes	PT081	Tumor	Passed	P5	F10
PT081_P5_F11_S167	Tumor	GSM3326882	SRR7667056	B3	depleted_yes	PT081	Tumor	Passed	P5	F11
PT081_P5_F12_S168	Tumor	GSM3326883	SRR7667057	B3	depleted_yes	PT081	Tumor	Passed	P5	F12
PT081_P5_G01_S169	Tumor	GSM3326884	SRR7667058	B3	depleted_yes	PT081	Tumor	Passed	P5	G01
PT081_P5_G02_S170	Tumor	GSM3326885	SRR7667059	B3	depleted_yes	PT081	Tumor	Passed	P5	G02
PT081_P5_G03_S171	Tumor	GSM3326886	SRR7667060	B3	depleted_yes	PT081	Tumor	Passed	P5	G03
PT081_P5_G04_S172	Tumor	GSM3326887	SRR7667061	B3	depleted_yes	PT081	Tumor	Passed	P5	G04
PT081_P5_G05_S173	Tumor	GSM3326888	SRR7667062	B3	depleted_yes	PT081	Tumor	Passed	P5	G05
PT081_P5_G06_S174	Tumor	GSM3326889	SRR7667063	B3	depleted_yes	PT081	Tumor	Passed	P5	G06
PT081_P5_G08_S176	Tumor	GSM3326890	SRR7667064	B3	depleted_yes	PT081	Tumor	Passed	P5	G08
PT081_P5_G09_S177	Tumor	GSM3326891	SRR7667065	B3	depleted_yes	PT081	Tumor	Passed	P5	G09
PT081_P5_G11_S179	Tumor	GSM3326892	SRR7667066	B3	depleted_yes	PT081	Tumor	Passed	P5	G11
PT081_P5_H01_S181	Tumor	GSM3326893	SRR7667067	B3	depleted_yes	PT081	Tumor	Passed	P5	H01
PT081_P5_H02_S182	Tumor	GSM3326894	SRR7667068	B3	depleted_yes	PT081	Tumor	Passed	P5	H02
