Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,chlamydial_species,Condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Hours_post_infection,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sequencing_batch,source_name,SRA Study
SRR9267214,RNA-Seq,GCA_000001405.28,287,983307975,PRJNA548292,SAMN12017309,260026368,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6037455,GSM3872768,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872768,3,Epithelial cells (HEp2),SRP201079
SRR9267215,RNA-Seq,GCA_000001405.28,256,541130524,PRJNA548292,SAMN12017308,141808104,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6037456,GSM3872769,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872769,3,Epithelial cells (HEp2),SRP201079
SRR9267216,RNA-Seq,GCA_000001405.28,266,353403034,PRJNA548292,SAMN12017307,97397238,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6037457,GSM3872770,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872770,3,Epithelial cells (HEp2),SRP201079
SRR9267217,RNA-Seq,GCA_000001405.28,284,1047850904,PRJNA548292,SAMN12017306,281954718,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6037458,GSM3872771,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872771,3,Epithelial cells (HEp2),SRP201079
SRR9267218,RNA-Seq,GCA_000001405.28,282,935512807,PRJNA548292,SAMN12017305,249893278,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6037459,GSM3872772,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872772,3,Epithelial cells (HEp2),SRP201079
SRR9267219,RNA-Seq,GCA_000001405.28,290,1282792528,PRJNA548292,SAMN12017304,350981392,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6037460,GSM3872773,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872773,3,Epithelial cells (HEp2),SRP201079
SRR9267220,RNA-Seq,GCA_000001405.28,294,1129287278,PRJNA548292,SAMN12017303,326970874,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6037461,GSM3872774,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872774,3,Epithelial cells (HEp2),SRP201079
SRR9267221,RNA-Seq,GCA_000001405.28,293,1308450573,PRJNA548292,SAMN12017302,363017410,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6037462,GSM3872775,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872775,3,Epithelial cells (HEp2),SRP201079
SRR9267222,RNA-Seq,GCA_000001405.28,285,1018910865,PRJNA548292,SAMN12017301,280146589,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6037463,GSM3872776,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872776,3,Epithelial cells (HEp2),SRP201079
SRR9267223,RNA-Seq,GCA_000001405.28,291,1106475888,PRJNA548292,SAMN12017300,302864608,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6037464,GSM3872777,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872777,3,Epithelial cells (HEp2),SRP201079
SRR9267224,RNA-Seq,GCA_000001405.28,290,928218340,PRJNA548292,SAMN12017299,295553204,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6037465,GSM3872778,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872778,3,Epithelial cells (HEp2),SRP201079
SRR9267225,RNA-Seq,GCA_000001405.28,281,958258571,PRJNA548292,SAMN12017298,253356580,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6037466,GSM3872779,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872779,3,Epithelial cells (HEp2),SRP201079
SRR9267226,RNA-Seq,GCA_000001405.28,285,517173247,PRJNA548292,SAMN12017297,156536181,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6037467,GSM3872780,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872780,1,Epithelial cells (HEp2),SRP201079
SRR9267227,RNA-Seq,GCA_000001405.28,280,398724726,PRJNA548292,SAMN12017296,125290995,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6037468,GSM3872781,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872781,1,Epithelial cells (HEp2),SRP201079
SRR9267228,RNA-Seq,GCA_000001405.28,282,274593821,PRJNA548292,SAMN12017195,88378307,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6037469,GSM3872782,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872782,1,Epithelial cells (HEp2),SRP201079
SRR9267229,RNA-Seq,GCA_000001405.28,278,88082919,PRJNA548292,SAMN12017194,31785079,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6037470,GSM3872783,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872783,1,Epithelial cells (HEp2),SRP201079
SRR9267230,RNA-Seq,GCA_000001405.28,286,641129721,PRJNA548292,SAMN12017198,192120860,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6037471,GSM3872784,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872784,1,Epithelial cells (HEp2),SRP201079
SRR9267231,RNA-Seq,GCA_000001405.28,289,846141248,PRJNA548292,SAMN12017197,253158986,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6037472,GSM3872785,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872785,1,Epithelial cells (HEp2),SRP201079
SRR9267232,RNA-Seq,GCA_000001405.28,289,920146879,PRJNA548292,SAMN12017196,272378708,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6037473,GSM3872786,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872786,1,Epithelial cells (HEp2),SRP201079
SRR9267233,RNA-Seq,GCA_000001405.28,286,529066130,PRJNA548292,SAMN12017193,162442806,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6037474,GSM3872787,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872787,1,Epithelial cells (HEp2),SRP201079
SRR9267234,RNA-Seq,GCA_000001405.28,283,584769276,PRJNA548292,SAMN12017192,179489844,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6037475,GSM3872788,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872788,1,Epithelial cells (HEp2),SRP201079
SRR9267235,RNA-Seq,GCA_000001405.28,292,1133173153,PRJNA548292,SAMN12017191,330753015,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6037476,GSM3872789,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872789,1,Epithelial cells (HEp2),SRP201079
SRR9267236,RNA-Seq,GCA_000001405.28,266,3317707,PRJNA548292,SAMN12017190,1753494,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6037477,GSM3872790,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872790,1,Epithelial cells (HEp2),SRP201079
SRR9267237,RNA-Seq,GCA_000001405.28,271,2444909,PRJNA548292,SAMN12017189,1417499,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6037478,GSM3872791,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872791,1,Epithelial cells (HEp2),SRP201079
SRR9267238,RNA-Seq,GCA_000001405.28,282,1026795648,PRJNA548292,SAMN12017188,307624104,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6037479,GSM3872792,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872792,1,Epithelial cells (HEp2),SRP201079
SRR9267239,RNA-Seq,GCA_000001405.28,284,537778273,PRJNA548292,SAMN12017187,169599079,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6037480,GSM3872793,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872793,1,Epithelial cells (HEp2),SRP201079
SRR9267240,RNA-Seq,GCA_000001405.28,283,1216610860,PRJNA548292,SAMN12017186,357325020,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6037481,GSM3872794,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872794,1,Epithelial cells (HEp2),SRP201079
SRR9267241,RNA-Seq,GCA_000001405.28,286,342568747,PRJNA548292,SAMN12017185,108306815,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6037482,GSM3872795,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872795,1,Epithelial cells (HEp2),SRP201079
SRR9267242,RNA-Seq,GCA_000001405.28,281,1079292765,PRJNA548292,SAMN12017184,279659289,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6037483,GSM3872796,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872796,2,Epithelial cells (HEp2),SRP201079
SRR9267243,RNA-Seq,GCA_000001405.28,295,928453537,PRJNA548292,SAMN12017183,274642229,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6037484,GSM3872797,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872797,2,Epithelial cells (HEp2),SRP201079
SRR9267244,RNA-Seq,GCA_000001405.28,293,1115865991,PRJNA548292,SAMN12017182,298276384,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6037485,GSM3872798,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872798,2,Epithelial cells (HEp2),SRP201079
SRR9267245,RNA-Seq,GCA_000001405.28,293,975967223,PRJNA548292,SAMN12017181,269939729,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6037486,GSM3872799,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872799,2,Epithelial cells (HEp2),SRP201079
SRR9267246,RNA-Seq,GCA_000001405.28,299,725464310,PRJNA548292,SAMN12017180,235926511,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6037487,GSM3872800,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872800,2,Epithelial cells (HEp2),SRP201079
SRR9267247,RNA-Seq,GCA_000001405.28,293,874831909,PRJNA548292,SAMN12017179,246001345,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6037488,GSM3872801,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872801,2,Epithelial cells (HEp2),SRP201079
SRR9267248,RNA-Seq,GCA_000001405.28,297,784786539,PRJNA548292,SAMN12017178,250189112,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6037489,GSM3872802,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872802,2,Epithelial cells (HEp2),SRP201079
SRR9267249,RNA-Seq,GCA_000001405.28,298,1133468165,PRJNA548292,SAMN12017176,336451931,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6037490,GSM3872803,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872803,2,Epithelial cells (HEp2),SRP201079
SRR9267250,RNA-Seq,GCA_000001405.28,298,298151713,PRJNA548292,SAMN12017175,103935288,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6037491,GSM3872804,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872804,2,Epithelial cells (HEp2),SRP201079
SRR9267251,RNA-Seq,GCA_000001405.28,298,1187677239,PRJNA548292,SAMN12017174,349170219,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6037492,GSM3872805,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872805,2,Epithelial cells (HEp2),SRP201079
SRR9267252,RNA-Seq,GCA_000001405.28,297,1098716134,PRJNA548292,SAMN12017173,315116346,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6037493,GSM3872806,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872806,2,Epithelial cells (HEp2),SRP201079
SRR9267253,RNA-Seq,GCA_000001405.28,298,939397689,PRJNA548292,SAMN12017168,291269616,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6037494,GSM3872807,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872807,2,Epithelial cells (HEp2),SRP201079
SRR9267254,RNA-Seq,GCA_000001405.28,288,959561218,PRJNA548292,SAMN12017265,246201775,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6037495,GSM3872808,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872808,2,Epithelial cells (HEp2),SRP201079
SRR9267255,RNA-Seq,GCA_000001405.28,297,1025007519,PRJNA548292,SAMN12017264,303092613,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6037496,GSM3872809,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872809,2,Epithelial cells (HEp2),SRP201079
SRR9267256,RNA-Seq,GCA_000001405.28,290,1116624111,PRJNA548292,SAMN12017172,288191123,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6037497,GSM3872810,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872810,2,Epithelial cells (HEp2),SRP201079
SRR9267257,RNA-Seq,GCA_000001405.28,297,829150803,PRJNA548292,SAMN12017171,260312733,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6037498,GSM3872811,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872811,2,Epithelial cells (HEp2),SRP201079
SRR9267258,RNA-Seq,GCA_000001405.28,289,962626317,PRJNA548292,SAMN12017170,278615735,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6037499,GSM3872812,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872812,3,Epithelial cells (HEp2),SRP201079
SRR9267259,RNA-Seq,GCA_000001405.28,294,1157154526,PRJNA548292,SAMN12017169,352615770,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6037500,GSM3872813,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872813,3,Epithelial cells (HEp2),SRP201079
SRR9267260,RNA-Seq,GCA_000001405.28,292,643384948,PRJNA548292,SAMN12017263,207139345,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6037501,GSM3872814,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872814,3,Epithelial cells (HEp2),SRP201079
SRR9267261,RNA-Seq,GCA_000001405.28,291,1362456432,PRJNA548292,SAMN12017262,362662188,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6037502,GSM3872815,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872815,3,Epithelial cells (HEp2),SRP201079
SRR9267262,RNA-Seq,GCA_000001405.28,296,652583218,PRJNA548292,SAMN12017261,225231662,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6037503,GSM3872816,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872816,3,Epithelial cells (HEp2),SRP201079
SRR9267263,RNA-Seq,GCA_000001405.28,274,1066602387,PRJNA548292,SAMN12017260,296817197,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6037504,GSM3872817,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872817,3,Epithelial cells (HEp2),SRP201079
SRR9267264,RNA-Seq,GCA_000001405.28,262,671237463,PRJNA548292,SAMN12017259,188428390,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6037505,GSM3872818,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872818,3,Epithelial cells (HEp2),SRP201079
SRR9267265,RNA-Seq,GCA_000001405.28,294,913644600,PRJNA548292,SAMN12017258,291969610,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6037506,GSM3872819,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872819,3,Epithelial cells (HEp2),SRP201079
SRR9267266,RNA-Seq,GCA_000001405.28,290,959767255,PRJNA548292,SAMN12017257,274172262,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6037507,GSM3872820,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872820,3,Epithelial cells (HEp2),SRP201079
SRR9267267,RNA-Seq,GCA_000001405.28,281,892858368,PRJNA548292,SAMN12017256,235547081,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6037508,GSM3872821,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872821,3,Epithelial cells (HEp2),SRP201079
SRR9267268,RNA-Seq,GCA_000001405.28,295,1080942990,PRJNA548292,SAMN12017255,331991338,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6037509,GSM3872822,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872822,3,Epithelial cells (HEp2),SRP201079
SRR9267269,RNA-Seq,GCA_000001405.28,282,885160770,PRJNA548292,SAMN12017254,235287094,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6037510,GSM3872823,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872823,3,Epithelial cells (HEp2),SRP201079
SRR9267270,RNA-Seq,GCA_000001405.28,289,1057070038,PRJNA548292,SAMN12017253,310216928,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6037511,GSM3872824,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872824,3,Epithelial cells (HEp2),SRP201079
SRR9267271,RNA-Seq,GCA_000001405.28,291,768822145,PRJNA548292,SAMN12017252,240888277,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6037512,GSM3872825,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872825,3,Epithelial cells (HEp2),SRP201079
SRR9267272,RNA-Seq,GCA_000001405.28,293,1161660614,PRJNA548292,SAMN12017251,323834865,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6037513,GSM3872826,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872826,3,Epithelial cells (HEp2),SRP201079
SRR9267273,RNA-Seq,GCA_000001405.28,295,1184402915,PRJNA548292,SAMN12017250,372816536,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6037514,GSM3872827,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872827,3,Epithelial cells (HEp2),SRP201079
